claim_id,family_id,child_id,provider_id,program_id,eligibility_id,employee_id,geo_id,enrollment_date,end_date,subsidy_amount,payment_status,attendance_days,enrollment_count,waitlist_count,recertification_count,termination_count,attrition_count,target_enrollment,actual_enrollment,attendance_rate,avg_program_duration_days,compliance_status,referral_count,family_participation_score,case_manager_id,last_updated_timestamp
CLM_004299,FAM_000236,CH_009132,PRV_001752,PGM_00184,ELG_003292,EMP_000561,GEO_0077,2016-03-20,2026-07-19,2208.74,Pending,56,1,2,0,2,1,23,73,90.8,348,Pending,10,16.84,EMP_001078,2025-11-14 15:16:57.140971
CLM_004300,FAM_002099,CH_003883,PRV_002836,PGM_00481,ELG_003779,EMP_000869,GEO_0051,2016-10-09,2026-06-13,3393.23,Pending,170,1,10,2,2,1,274,158,59.44,156,Non-Compliant,2,29.34,EMP_000136,2025-11-14 15:16:57.140971
CLM_004301,FAM_000747,CH_002420,PRV_002326,PGM_00257,ELG_000709,EMP_001115,GEO_0168,2019-01-03,2026-04-30,4485.79,Denied,150,1,5,0,1,2,265,155,85.91,312,Pending,0,8.32,EMP_000830,2025-11-14 15:16:57.140971
CLM_004302,FAM_002444,CH_008729,PRV_002494,PGM_00182,ELG_003624,EMP_000725,GEO_0077,2017-02-05,2026-05-23,1716.71,Denied,162,1,7,1,1,1,13,102,32.64,243,Non-Compliant,9,38.11,EMP_000864,2025-11-14 15:16:57.140971
CLM_004303,FAM_002801,CH_001282,PRV_000259,PGM_00118,ELG_002210,EMP_000167,GEO_0081,2016-08-19,2026-04-09,4314.65,Pending,86,1,7,2,1,2,69,149,78.91,47,Non-Compliant,3,42.13,EMP_001426,2025-11-14 15:16:57.140971
CLM_004304,FAM_001098,CH_004380,PRV_000081,PGM_00227,ELG_003364,EMP_001420,GEO_0079,2020-08-26,2026-05-24,1092.14,Denied,42,1,6,3,1,0,34,14,90.19,248,Compliant,4,33.96,EMP_000923,2025-11-14 15:16:57.140971
CLM_004305,FAM_000413,CH_008615,PRV_001879,PGM_00010,ELG_000820,EMP_000794,GEO_0066,2017-07-17,2026-04-02,3024.2,Pending,125,1,7,1,0,1,118,100,82.87,254,Non-Compliant,10,61.38,EMP_000657,2025-11-14 15:16:57.140971
CLM_004306,FAM_000635,CH_000885,PRV_002814,PGM_00048,ELG_002459,EMP_000713,GEO_0061,2025-11-05,2026-05-20,4215.14,Paid,160,1,0,3,1,0,277,255,27.37,168,Pending,8,53.86,EMP_000315,2025-11-14 15:16:57.140971
CLM_004307,FAM_002836,CH_001054,PRV_002646,PGM_00288,ELG_000889,EMP_000705,GEO_0065,2020-11-16,2026-08-25,3836.69,Denied,62,1,10,3,1,2,100,33,97.24,357,Pending,5,52.5,EMP_001437,2025-11-14 15:16:57.140971
CLM_004308,FAM_002485,CH_005915,PRV_001588,PGM_00293,ELG_002103,EMP_000363,GEO_0094,2016-06-20,2026-10-19,2397.64,Pending,13,1,10,0,2,1,157,50,86.13,235,Non-Compliant,5,49.94,EMP_000131,2025-11-14 15:16:57.140971
CLM_004309,FAM_001562,CH_001886,PRV_000308,PGM_00069,ELG_000704,EMP_000588,GEO_0043,2023-07-02,2026-05-14,2907.54,Paid,67,1,2,0,1,2,144,108,71.01,324,Compliant,2,94.92,EMP_000731,2025-11-14 15:16:57.140971
CLM_004310,FAM_001826,CH_002184,PRV_000872,PGM_00155,ELG_002600,EMP_001091,GEO_0173,2024-10-30,2026-02-23,549.38,Paid,71,1,4,2,2,0,274,128,93.45,238,Pending,5,35.43,EMP_000556,2025-11-14 15:16:57.140971
CLM_004311,FAM_001529,CH_008096,PRV_002566,PGM_00017,ELG_003358,EMP_000313,GEO_0073,2020-08-19,2026-03-22,1544.22,Pending,20,1,10,3,0,1,34,72,72.12,116,Compliant,3,14.08,EMP_000027,2025-11-14 15:16:57.140971
CLM_004312,FAM_000322,CH_001872,PRV_000571,PGM_00070,ELG_002044,EMP_000307,GEO_0095,2022-11-11,2026-11-11,3703.95,Paid,142,1,7,1,0,0,94,41,53.22,129,Non-Compliant,3,55.76,EMP_001423,2025-11-14 15:16:57.140971
CLM_004313,FAM_001692,CH_000195,PRV_001271,PGM_00434,ELG_002025,EMP_001218,GEO_0156,2017-08-20,2026-02-07,2390.54,Paid,29,1,6,2,1,1,218,289,64.01,96,Compliant,4,65.3,EMP_000366,2025-11-14 15:16:57.140971
CLM_004314,FAM_000030,CH_008231,PRV_000117,PGM_00398,ELG_002007,EMP_000667,GEO_0064,2020-07-29,2026-01-08,465.15,Paid,85,1,2,1,0,1,143,28,84.3,199,Non-Compliant,4,36.17,EMP_001272,2025-11-14 15:16:57.140971
CLM_004315,FAM_000013,CH_004501,PRV_002574,PGM_00484,ELG_001990,EMP_001103,GEO_0044,2024-01-24,2026-09-02,949.75,Denied,128,1,4,3,0,2,270,263,55.71,245,Pending,2,91.15,EMP_000131,2025-11-14 15:16:57.140971
CLM_004316,FAM_000730,CH_006728,PRV_002876,PGM_00411,ELG_001458,EMP_000045,GEO_0054,2025-02-10,2026-06-16,3121.01,Pending,18,1,8,3,0,2,45,158,80.7,115,Non-Compliant,4,23.66,EMP_001133,2025-11-14 15:16:57.140971
CLM_004317,FAM_000483,CH_007394,PRV_001363,PGM_00220,ELG_003802,EMP_001239,GEO_0061,2022-11-09,2026-03-30,4068.3,Paid,2,1,5,3,0,0,104,20,38.46,240,Pending,8,18.0,EMP_000941,2025-11-14 15:16:57.140971
CLM_004318,FAM_000247,CH_004694,PRV_001196,PGM_00111,ELG_001521,EMP_000328,GEO_0058,2017-02-11,2026-07-13,497.66,Paid,173,1,5,0,1,2,128,264,32.83,334,Pending,6,55.08,EMP_001463,2025-11-14 15:16:57.140971
CLM_004319,FAM_000488,CH_003791,PRV_002252,PGM_00130,ELG_001268,EMP_001421,GEO_0087,2020-08-30,2025-12-31,1837.19,Pending,51,1,7,2,0,2,168,170,87.41,149,Pending,1,4.1,EMP_000141,2025-11-14 15:16:57.140971
CLM_004320,FAM_002452,CH_007042,PRV_001783,PGM_00457,ELG_002658,EMP_001434,GEO_0167,2022-06-14,2025-12-20,3550.05,Paid,137,1,6,3,2,2,34,94,73.23,238,Pending,7,38.72,EMP_000897,2025-11-14 15:16:57.140971
CLM_004321,FAM_001107,CH_004727,PRV_002223,PGM_00099,ELG_003109,EMP_001175,GEO_0115,2022-04-15,2026-04-12,1844.97,Pending,22,1,5,3,2,1,155,215,86.95,77,Compliant,5,33.43,EMP_001128,2025-11-14 15:16:57.140971
CLM_004322,FAM_001329,CH_003731,PRV_002869,PGM_00096,ELG_002179,EMP_000649,GEO_0159,2016-09-18,2026-09-20,1647.31,Paid,180,1,9,0,1,2,198,247,66.84,312,Compliant,0,35.52,EMP_001118,2025-11-14 15:16:57.140971
CLM_004323,FAM_001202,CH_003119,PRV_000867,PGM_00183,ELG_003391,EMP_000371,GEO_0127,2024-09-18,2026-04-16,1894.62,Paid,71,1,4,2,1,2,238,8,58.85,53,Pending,7,15.16,EMP_000404,2025-11-14 15:16:57.140971
CLM_004324,FAM_002197,CH_001492,PRV_000313,PGM_00260,ELG_001787,EMP_000197,GEO_0155,2016-08-08,2026-10-20,494.24,Pending,95,1,5,2,2,2,265,212,66.86,99,Pending,8,76.16,EMP_000877,2025-11-14 15:16:57.140971
CLM_004325,FAM_000310,CH_000166,PRV_001937,PGM_00231,ELG_000554,EMP_000374,GEO_0180,2025-06-11,2025-11-17,945.52,Denied,97,1,1,0,2,0,192,169,95.59,80,Compliant,10,91.91,EMP_001180,2025-11-14 15:16:57.140971
CLM_004326,FAM_001299,CH_006768,PRV_000184,PGM_00108,ELG_000265,EMP_000023,GEO_0033,2017-05-25,2026-03-26,758.67,Denied,101,1,3,1,1,1,182,74,23.03,138,Pending,9,55.18,EMP_000401,2025-11-14 15:16:57.140971
CLM_004327,FAM_000850,CH_008577,PRV_001840,PGM_00211,ELG_002103,EMP_001009,GEO_0052,2018-07-27,2026-06-03,1385.22,Pending,127,1,5,2,0,1,61,209,33.5,268,Compliant,5,75.74,EMP_000467,2025-11-14 15:16:57.140971
CLM_004328,FAM_002711,CH_006619,PRV_001589,PGM_00294,ELG_000103,EMP_000098,GEO_0007,2019-09-05,2026-02-16,212.91,Pending,81,1,8,0,0,2,158,149,57.5,223,Non-Compliant,9,49.87,EMP_000842,2025-11-14 15:16:57.140971
CLM_004329,FAM_001809,CH_003604,PRV_002410,PGM_00281,ELG_001320,EMP_000365,GEO_0106,2024-07-04,2026-05-22,1623.39,Paid,134,1,10,1,2,2,49,107,96.51,238,Compliant,9,94.8,EMP_000583,2025-11-14 15:16:57.140971
CLM_004330,FAM_002636,CH_004365,PRV_000556,PGM_00261,ELG_003527,EMP_000671,GEO_0033,2017-04-20,2026-07-30,3572.08,Paid,42,1,9,2,2,2,105,293,30.59,112,Non-Compliant,8,8.69,EMP_000652,2025-11-14 15:16:57.140971
CLM_004331,FAM_000340,CH_000246,PRV_000252,PGM_00372,ELG_002067,EMP_000011,GEO_0053,2024-08-16,2025-12-04,3021.72,Pending,7,1,7,1,1,0,106,42,59.53,69,Pending,3,14.52,EMP_001083,2025-11-14 15:16:57.140971
CLM_004332,FAM_002524,CH_005983,PRV_000529,PGM_00277,ELG_001952,EMP_001029,GEO_0047,2021-11-03,2026-08-04,4128.59,Paid,134,1,10,1,1,1,131,155,78.29,303,Non-Compliant,10,88.0,EMP_001224,2025-11-14 15:16:57.140971
CLM_004333,FAM_000792,CH_003085,PRV_002200,PGM_00478,ELG_003130,EMP_001217,GEO_0070,2018-04-02,2026-08-26,4823.72,Denied,4,1,4,2,2,0,208,101,86.98,37,Non-Compliant,1,58.68,EMP_000887,2025-11-14 15:16:57.140971
CLM_004334,FAM_000264,CH_003748,PRV_001336,PGM_00380,ELG_000286,EMP_001451,GEO_0146,2025-03-06,2026-08-27,2199.65,Paid,156,1,7,0,1,1,21,24,38.22,253,Compliant,7,95.75,EMP_000820,2025-11-14 15:16:57.140971
CLM_004335,FAM_000243,CH_003927,PRV_000948,PGM_00105,ELG_000330,EMP_001288,GEO_0185,2023-08-18,2026-04-09,1475.03,Paid,145,1,9,0,0,1,146,21,68.17,198,Pending,2,4.96,EMP_001324,2025-11-14 15:16:57.140971
CLM_004336,FAM_000191,CH_003872,PRV_000782,PGM_00089,ELG_001191,EMP_000545,GEO_0142,2017-06-23,2026-06-29,3239.93,Paid,41,1,6,2,0,2,291,113,32.1,24,Pending,0,81.54,EMP_001127,2025-11-14 15:16:57.140971
CLM_004337,FAM_000723,CH_001357,PRV_000650,PGM_00018,ELG_001622,EMP_000086,GEO_0030,2024-06-30,2026-04-04,122.98,Pending,129,1,6,2,1,1,23,125,92.72,267,Non-Compliant,4,66.16,EMP_001158,2025-11-14 15:16:57.140971
CLM_004338,FAM_002347,CH_005349,PRV_002596,PGM_00474,ELG_002713,EMP_001381,GEO_0126,2025-01-10,2026-01-07,1746.93,Pending,70,1,3,1,1,1,57,39,59.91,349,Non-Compliant,9,71.98,EMP_000575,2025-11-14 15:16:57.140971
CLM_004339,FAM_001468,CH_008561,PRV_000647,PGM_00200,ELG_001304,EMP_000449,GEO_0088,2021-11-21,2026-10-28,4978.07,Pending,130,1,6,1,0,0,158,76,47.59,129,Compliant,2,18.56,EMP_000463,2025-11-14 15:16:57.140971
CLM_004340,FAM_000049,CH_004134,PRV_000897,PGM_00315,ELG_001709,EMP_000309,GEO_0151,2019-08-19,2026-10-01,4839.44,Denied,55,1,4,3,1,1,208,268,75.51,308,Non-Compliant,8,10.35,EMP_001150,2025-11-14 15:16:57.140971
CLM_004341,FAM_002633,CH_009788,PRV_001230,PGM_00392,ELG_002207,EMP_000554,GEO_0167,2021-06-09,2025-11-16,240.95,Paid,120,1,0,0,0,1,293,131,80.26,326,Compliant,2,56.34,EMP_001364,2025-11-14 15:16:57.140971
CLM_004342,FAM_000896,CH_008291,PRV_002617,PGM_00287,ELG_002358,EMP_000370,GEO_0107,2018-06-23,2026-01-16,1517.18,Paid,74,1,10,3,1,1,207,197,54.06,302,Compliant,2,1.41,EMP_000742,2025-11-14 15:16:57.140971
CLM_004343,FAM_001215,CH_004709,PRV_001854,PGM_00270,ELG_003977,EMP_000276,GEO_0167,2021-03-08,2026-10-13,2192.48,Denied,158,1,0,0,1,1,206,114,74.87,279,Pending,1,19.64,EMP_000712,2025-11-14 15:16:57.140971
CLM_004344,FAM_001110,CH_006734,PRV_000218,PGM_00228,ELG_002054,EMP_000348,GEO_0061,2018-06-02,2026-02-02,2037.49,Pending,33,1,2,3,2,1,63,11,73.52,203,Non-Compliant,7,18.26,EMP_000498,2025-11-14 15:16:57.140971
CLM_004345,FAM_000623,CH_006675,PRV_001566,PGM_00466,ELG_003549,EMP_001397,GEO_0052,2022-06-02,2026-04-20,2689.62,Denied,156,1,0,1,0,0,40,216,30.77,279,Compliant,9,86.77,EMP_000230,2025-11-14 15:16:57.140971
CLM_004346,FAM_002713,CH_003088,PRV_001688,PGM_00276,ELG_000838,EMP_001214,GEO_0029,2022-06-01,2026-10-15,2017.21,Denied,42,1,6,1,2,2,16,33,47.66,260,Compliant,4,28.59,EMP_001345,2025-11-14 15:16:57.140971
CLM_004347,FAM_001481,CH_009090,PRV_000899,PGM_00262,ELG_002349,EMP_001380,GEO_0043,2015-12-24,2026-07-24,3233.77,Paid,130,1,6,0,0,0,22,68,88.55,351,Compliant,0,27.9,EMP_000413,2025-11-14 15:16:57.140971
CLM_004348,FAM_001720,CH_000093,PRV_001351,PGM_00216,ELG_002234,EMP_001315,GEO_0148,2021-10-16,2025-12-31,1303.07,Pending,109,1,5,2,1,2,94,109,40.97,96,Pending,7,96.94,EMP_000631,2025-11-14 15:16:57.140971
CLM_004349,FAM_002797,CH_000175,PRV_001499,PGM_00459,ELG_003270,EMP_001466,GEO_0073,2016-10-15,2026-03-07,4363.05,Paid,96,1,7,2,1,0,135,179,97.28,210,Pending,1,61.59,EMP_001120,2025-11-14 15:16:57.140971
CLM_004350,FAM_001715,CH_005443,PRV_000104,PGM_00219,ELG_003640,EMP_000764,GEO_0112,2025-09-14,2026-08-03,1530.48,Pending,30,1,5,3,0,2,15,188,53.96,200,Pending,4,68.52,EMP_000292,2025-11-14 15:16:57.140971
CLM_004351,FAM_001225,CH_008915,PRV_001102,PGM_00007,ELG_000350,EMP_001266,GEO_0036,2019-07-30,2026-04-23,3419.19,Paid,103,1,3,2,2,2,201,182,54.77,14,Pending,4,74.63,EMP_001353,2025-11-14 15:16:57.140971
CLM_004352,FAM_000950,CH_003918,PRV_001195,PGM_00143,ELG_003809,EMP_000800,GEO_0136,2017-06-25,2025-12-27,4007.26,Denied,8,1,7,0,2,2,48,203,41.93,216,Non-Compliant,8,65.05,EMP_000780,2025-11-14 15:16:57.140971
CLM_004353,FAM_002233,CH_000920,PRV_000225,PGM_00021,ELG_003174,EMP_001013,GEO_0002,2017-01-07,2026-09-27,4207.08,Pending,64,1,1,2,2,0,154,148,36.91,49,Non-Compliant,2,96.07,EMP_001398,2025-11-14 15:16:57.140971
CLM_004354,FAM_000155,CH_007948,PRV_000614,PGM_00288,ELG_000570,EMP_001022,GEO_0038,2025-10-29,2026-06-19,46.48,Pending,155,1,8,2,2,1,246,280,91.61,214,Compliant,8,40.75,EMP_000079,2025-11-14 15:16:57.140971
CLM_004355,FAM_001231,CH_001291,PRV_001203,PGM_00127,ELG_002877,EMP_000293,GEO_0194,2022-07-20,2026-08-27,1939.58,Pending,46,1,9,2,2,2,217,190,79.12,314,Pending,9,74.23,EMP_001429,2025-11-14 15:16:57.140971
CLM_004356,FAM_001076,CH_005811,PRV_001618,PGM_00482,ELG_002014,EMP_000076,GEO_0004,2022-11-09,2026-10-09,2175.32,Denied,8,1,3,3,0,0,175,46,88.81,13,Pending,0,43.77,EMP_001011,2025-11-14 15:16:57.140971
CLM_004357,FAM_000750,CH_008639,PRV_001444,PGM_00478,ELG_002876,EMP_000240,GEO_0104,2016-11-16,2026-10-29,4854.36,Paid,151,1,9,2,2,2,267,44,39.0,34,Non-Compliant,4,9.49,EMP_000530,2025-11-14 15:16:57.140971
CLM_004358,FAM_002536,CH_003164,PRV_000860,PGM_00435,ELG_002658,EMP_000338,GEO_0021,2021-02-06,2025-11-19,655.56,Pending,40,1,10,2,1,2,213,199,26.83,75,Pending,9,60.12,EMP_000737,2025-11-14 15:16:57.140971
CLM_004359,FAM_001170,CH_003743,PRV_002751,PGM_00453,ELG_003460,EMP_000128,GEO_0174,2019-02-27,2026-07-08,3973.82,Paid,123,1,10,2,0,0,163,56,24.56,62,Pending,10,12.02,EMP_000989,2025-11-14 15:16:57.140971
CLM_004360,FAM_001742,CH_006868,PRV_000599,PGM_00116,ELG_002877,EMP_000669,GEO_0099,2019-11-13,2026-02-01,96.68,Pending,124,1,10,3,1,0,157,202,22.57,336,Non-Compliant,1,47.05,EMP_000379,2025-11-14 15:16:57.140971
CLM_004361,FAM_001114,CH_007024,PRV_001376,PGM_00128,ELG_002017,EMP_000986,GEO_0011,2016-03-02,2026-06-16,249.14,Pending,95,1,0,3,0,0,27,62,44.94,346,Non-Compliant,10,43.65,EMP_001426,2025-11-14 15:16:57.140971
CLM_004362,FAM_002372,CH_001461,PRV_002726,PGM_00100,ELG_001394,EMP_001144,GEO_0082,2017-10-25,2026-10-03,1545.22,Pending,97,1,3,2,2,0,261,193,69.15,92,Compliant,7,5.49,EMP_000450,2025-11-14 15:16:57.140971
CLM_004363,FAM_000477,CH_001508,PRV_001332,PGM_00458,ELG_000073,EMP_000678,GEO_0133,2022-06-27,2026-04-08,1861.89,Pending,45,1,2,2,2,2,38,23,83.94,334,Non-Compliant,0,65.67,EMP_001024,2025-11-14 15:16:57.140971
CLM_004364,FAM_000607,CH_003346,PRV_001956,PGM_00287,ELG_003971,EMP_000553,GEO_0167,2020-09-23,2026-11-01,106.08,Pending,157,1,10,0,2,0,77,114,88.49,167,Non-Compliant,5,62.27,EMP_000903,2025-11-14 15:16:57.140971
CLM_004365,FAM_000140,CH_006545,PRV_002626,PGM_00075,ELG_001853,EMP_000867,GEO_0109,2016-09-10,2026-10-30,2789.4,Pending,65,1,0,2,0,1,295,97,62.36,231,Pending,10,70.54,EMP_000812,2025-11-14 15:16:57.140971
CLM_004366,FAM_001429,CH_003582,PRV_002902,PGM_00435,ELG_003947,EMP_000428,GEO_0075,2018-03-28,2026-04-05,2099.82,Pending,66,1,0,3,2,2,73,56,88.3,284,Pending,2,52.02,EMP_001228,2025-11-14 15:16:57.140971
CLM_004367,FAM_001708,CH_002951,PRV_001961,PGM_00166,ELG_001483,EMP_000020,GEO_0019,2017-01-23,2026-10-24,2990.29,Denied,139,1,2,0,1,1,27,104,89.72,160,Compliant,6,33.41,EMP_001107,2025-11-14 15:16:57.140971
CLM_004368,FAM_002597,CH_009182,PRV_002816,PGM_00048,ELG_003983,EMP_001389,GEO_0137,2019-11-16,2026-05-05,1498.88,Pending,130,1,6,1,1,0,254,164,59.32,339,Compliant,4,3.63,EMP_000272,2025-11-14 15:16:57.140971
CLM_004369,FAM_001938,CH_008695,PRV_002191,PGM_00111,ELG_002808,EMP_000878,GEO_0096,2022-12-06,2026-02-19,3555.53,Paid,131,1,3,1,1,0,141,297,37.39,129,Compliant,7,9.98,EMP_001007,2025-11-14 15:16:57.140971
CLM_004370,FAM_000248,CH_000570,PRV_001138,PGM_00372,ELG_001062,EMP_000273,GEO_0152,2016-02-02,2026-10-02,684.1,Denied,46,1,10,2,0,0,43,141,46.79,223,Pending,8,16.51,EMP_001046,2025-11-14 15:16:57.140971
CLM_004371,FAM_001180,CH_008777,PRV_001514,PGM_00001,ELG_002058,EMP_001128,GEO_0047,2021-04-13,2026-07-31,1298.94,Pending,160,1,10,0,0,1,266,189,33.54,148,Pending,4,28.52,EMP_000781,2025-11-14 15:16:57.140971
CLM_004372,FAM_000982,CH_009683,PRV_000102,PGM_00442,ELG_002545,EMP_000584,GEO_0126,2025-06-12,2026-02-17,754.44,Paid,179,1,9,1,0,0,189,49,71.48,109,Pending,8,26.57,EMP_000112,2025-11-14 15:16:57.140971
CLM_004373,FAM_001778,CH_001379,PRV_001569,PGM_00144,ELG_001338,EMP_001116,GEO_0044,2025-05-22,2026-03-30,3572.29,Pending,83,1,9,1,0,0,33,296,33.15,232,Compliant,9,92.47,EMP_001145,2025-11-14 15:16:57.140971
CLM_004374,FAM_001750,CH_003057,PRV_002026,PGM_00042,ELG_000049,EMP_000864,GEO_0104,2021-11-20,2026-11-04,2689.03,Pending,106,1,3,1,0,2,104,274,86.16,38,Compliant,2,20.4,EMP_000239,2025-11-14 15:16:57.140971
CLM_004375,FAM_001070,CH_006485,PRV_000130,PGM_00060,ELG_000695,EMP_000508,GEO_0032,2021-07-19,2026-09-03,3372.89,Paid,51,1,1,2,0,0,230,278,99.23,350,Non-Compliant,9,27.22,EMP_000627,2025-11-14 15:16:57.140971
CLM_004376,FAM_002695,CH_006211,PRV_002715,PGM_00365,ELG_001727,EMP_001164,GEO_0061,2024-02-17,2026-10-27,1681.39,Denied,108,1,2,1,1,1,117,23,69.36,20,Pending,1,64.42,EMP_001277,2025-11-14 15:16:57.140971
CLM_004377,FAM_000508,CH_004623,PRV_000359,PGM_00294,ELG_000382,EMP_000690,GEO_0129,2020-04-25,2026-05-17,3486.18,Pending,156,1,5,1,0,2,17,276,33.88,337,Pending,8,99.37,EMP_001420,2025-11-14 15:16:57.140971
CLM_004378,FAM_001253,CH_009019,PRV_002832,PGM_00473,ELG_001602,EMP_000038,GEO_0191,2024-03-24,2026-05-12,560.81,Denied,81,1,9,0,2,0,38,117,62.78,13,Pending,1,29.23,EMP_001410,2025-11-14 15:16:57.140971
CLM_004379,FAM_001736,CH_000592,PRV_001252,PGM_00132,ELG_001482,EMP_000867,GEO_0073,2019-10-28,2026-07-16,1975.78,Paid,97,1,10,2,0,2,237,128,72.64,16,Compliant,1,14.88,EMP_001068,2025-11-14 15:16:57.140971
CLM_004380,FAM_002449,CH_008098,PRV_000767,PGM_00049,ELG_000431,EMP_000320,GEO_0063,2019-03-05,2026-02-08,735.44,Pending,118,1,9,3,2,0,292,153,43.29,326,Non-Compliant,5,90.01,EMP_001425,2025-11-14 15:16:57.140971
CLM_004381,FAM_000932,CH_009294,PRV_000091,PGM_00176,ELG_001145,EMP_001246,GEO_0173,2019-05-25,2025-12-05,1475.58,Denied,108,1,8,2,1,2,169,171,40.35,152,Pending,10,79.66,EMP_000268,2025-11-14 15:16:57.140971
CLM_004382,FAM_002731,CH_002823,PRV_000386,PGM_00027,ELG_001707,EMP_000964,GEO_0194,2018-11-07,2026-04-11,2844.53,Denied,175,1,3,0,0,1,251,245,97.48,177,Non-Compliant,6,63.83,EMP_000341,2025-11-14 15:16:57.140971
CLM_004383,FAM_000916,CH_003156,PRV_000148,PGM_00166,ELG_002913,EMP_000427,GEO_0145,2025-10-16,2026-05-05,2587.28,Paid,106,1,10,1,0,0,29,38,80.0,363,Compliant,10,83.67,EMP_000108,2025-11-14 15:16:57.140971
CLM_004384,FAM_002076,CH_003515,PRV_002870,PGM_00053,ELG_003014,EMP_000354,GEO_0089,2024-05-14,2026-08-03,2198.07,Paid,49,1,1,2,1,0,120,183,44.8,80,Non-Compliant,1,75.15,EMP_000005,2025-11-14 15:16:57.140971
CLM_004385,FAM_000239,CH_004555,PRV_000112,PGM_00328,ELG_001910,EMP_000446,GEO_0020,2021-11-06,2025-11-19,2858.58,Paid,18,1,9,3,0,2,239,189,63.54,249,Compliant,3,2.52,EMP_001367,2025-11-14 15:16:57.140971
CLM_004386,FAM_002813,CH_001425,PRV_000752,PGM_00446,ELG_002060,EMP_000124,GEO_0141,2018-11-13,2026-08-08,4261.34,Denied,66,1,8,2,0,2,291,192,22.67,56,Non-Compliant,9,6.37,EMP_001301,2025-11-14 15:16:57.140971
CLM_004387,FAM_002339,CH_003874,PRV_002309,PGM_00403,ELG_002461,EMP_000794,GEO_0004,2018-09-23,2026-06-04,4077.41,Paid,64,1,8,1,1,0,171,81,50.56,52,Non-Compliant,10,98.71,EMP_000723,2025-11-14 15:16:57.140971
CLM_004388,FAM_001986,CH_003647,PRV_002165,PGM_00177,ELG_002565,EMP_000158,GEO_0199,2022-06-16,2026-01-25,348.29,Pending,112,1,3,1,2,0,265,235,28.99,320,Pending,4,96.23,EMP_000806,2025-11-14 15:16:57.140971
CLM_004389,FAM_000272,CH_002872,PRV_001142,PGM_00083,ELG_000153,EMP_000086,GEO_0156,2022-08-02,2026-11-09,1750.17,Denied,164,1,4,1,0,0,81,83,20.92,129,Non-Compliant,2,70.62,EMP_000922,2025-11-14 15:16:57.140971
CLM_004390,FAM_002227,CH_002700,PRV_002220,PGM_00337,ELG_000474,EMP_000551,GEO_0107,2016-07-28,2026-02-08,377.65,Pending,45,1,8,0,1,0,13,239,51.31,56,Compliant,3,18.53,EMP_000655,2025-11-14 15:16:57.140971
CLM_004391,FAM_002092,CH_005268,PRV_001421,PGM_00436,ELG_003128,EMP_000969,GEO_0023,2024-06-29,2026-02-16,1460.72,Paid,155,1,2,2,1,1,127,51,86.1,64,Non-Compliant,5,32.75,EMP_001149,2025-11-14 15:16:57.140971
CLM_004392,FAM_000879,CH_000569,PRV_002749,PGM_00129,ELG_001654,EMP_000541,GEO_0166,2021-07-04,2026-04-28,3928.81,Denied,5,1,2,0,0,2,24,147,82.71,301,Pending,4,31.65,EMP_000421,2025-11-14 15:16:57.140971
CLM_004393,FAM_002724,CH_008579,PRV_000818,PGM_00441,ELG_001189,EMP_000509,GEO_0198,2019-05-22,2026-08-28,1674.48,Denied,24,1,4,1,2,0,189,116,83.54,21,Pending,9,67.29,EMP_000038,2025-11-14 15:16:57.140971
CLM_004394,FAM_001190,CH_006415,PRV_000451,PGM_00024,ELG_002779,EMP_001127,GEO_0031,2021-10-10,2026-07-09,1653.95,Denied,173,1,10,1,2,1,185,200,67.29,246,Compliant,0,14.77,EMP_000525,2025-11-14 15:16:57.140971
CLM_004395,FAM_001340,CH_004842,PRV_000037,PGM_00115,ELG_003962,EMP_000736,GEO_0008,2016-03-08,2026-04-26,1403.89,Pending,135,1,4,2,1,0,184,262,96.2,291,Compliant,6,93.72,EMP_000211,2025-11-14 15:16:57.140971
CLM_004396,FAM_001184,CH_006128,PRV_001837,PGM_00405,ELG_003633,EMP_000503,GEO_0024,2018-01-10,2026-04-17,516.16,Pending,92,1,10,1,0,1,149,288,98.0,308,Non-Compliant,3,24.85,EMP_000588,2025-11-14 15:16:57.140971
CLM_004397,FAM_001145,CH_007141,PRV_001091,PGM_00073,ELG_001675,EMP_000425,GEO_0148,2024-05-15,2026-07-26,4225.27,Paid,120,1,8,0,1,2,95,273,90.96,138,Non-Compliant,8,41.79,EMP_000530,2025-11-14 15:16:57.140971
CLM_004398,FAM_000215,CH_006814,PRV_002808,PGM_00386,ELG_003059,EMP_001413,GEO_0114,2025-11-11,2026-03-03,3463.7,Denied,22,1,3,3,2,2,255,282,53.66,212,Non-Compliant,0,79.51,EMP_000847,2025-11-14 15:16:57.140971
CLM_004399,FAM_002327,CH_003729,PRV_001598,PGM_00261,ELG_002702,EMP_000631,GEO_0121,2019-02-26,2026-01-12,2811.35,Pending,25,1,8,0,1,2,179,67,83.98,260,Pending,4,33.28,EMP_000095,2025-11-14 15:16:57.140971
CLM_004400,FAM_002206,CH_003002,PRV_001144,PGM_00187,ELG_002554,EMP_000080,GEO_0180,2023-10-01,2026-03-21,1426.26,Denied,14,1,0,2,2,2,191,212,41.48,347,Non-Compliant,8,47.44,EMP_000349,2025-11-14 15:16:57.140971
