application_id,family_id,child_id,parent_employer,parent_income,job_type,application_date,application_status,Employer_Name,Income_Range,Job_Title,Employment_Status,Work_Location,Shift_Type,Hours_Per_Week,Start_Date,End_Date,Created_Date
APP_002127,FAM_001890,CH_004545,"Lucas, Ortiz and Zuniga",116237.75,Full-Time,2024-04-28,Approved,Williams-Webster,50K-75K,Merchant navy officer,Employed,Ambermouth,Rotational,40.95,2015-12-01,2026-06-14,2025-04-21
APP_002128,FAM_002611,CH_001675,Miller PLC,22853.23,Part-Time,2018-12-20,Reviewed,Wells-Adams,25K-50K,Control and instrumentation engineer,Employed,Port Williamhaven,Rotational,12.71,2025-01-25,2026-09-15,2017-03-13
APP_002129,FAM_002578,CH_009270,Sandoval and Sons,16702.7,Full-Time,2017-11-14,Rejected,"Lee, Jackson and Thompson",<25K,Music therapist,Unemployed,East Tylerside,Rotational,46.86,2024-04-30,2026-07-07,2025-03-08
APP_002130,FAM_001585,CH_002833,Brown LLC,75143.2,Contract,2023-02-13,Reviewed,"Ramirez, Smith and Cameron",50K-75K,Forensic psychologist,Part-Time,Lake Meganside,Flexible,10.67,2016-02-19,2026-10-19,2025-04-29
APP_002131,FAM_000556,CH_003802,"Smith, Simpson and Dickson",25134.85,Contract,2016-04-12,Rejected,Larson Ltd,50K-75K,"Scientist, research (life sciences)",Part-Time,Stephaniefort,Day,12.0,2019-02-06,2025-12-29,2022-11-29
APP_002132,FAM_000109,CH_004854,Villa-Mathews,131858.68,Contract,2016-03-03,Rejected,Price Inc,>100K,"Chemist, analytical",Contract,Port Alisonchester,Flexible,10.59,2016-03-13,2026-07-25,2022-06-25
APP_002133,FAM_000238,CH_003231,"Clark, Anderson and Smith",36398.93,Seasonal,2025-05-03,Submitted,Turner Group,>100K,Midwife,Employed,Natashamouth,Flexible,16.53,2021-08-04,2026-08-09,2023-02-18
APP_002134,FAM_002320,CH_008862,Lane LLC,53082.54,Full-Time,2024-07-09,Submitted,Paul PLC,>100K,Herpetologist,Employed,Craigburgh,Flexible,22.9,2020-12-10,2026-01-04,2025-02-16
APP_002135,FAM_000135,CH_005721,"Williams, Lynch and Bishop",78013.46,Full-Time,2023-02-25,Submitted,"Moore, King and Franklin",50K-75K,Fish farm manager,Part-Time,Ellisontown,Day,32.03,2019-01-25,2026-07-28,2022-10-06
APP_002136,FAM_000255,CH_006919,Davenport-Gentry,116198.74,Part-Time,2020-12-06,Submitted,Riggs and Sons,25K-50K,Curator,Contract,Joneshaven,Rotational,47.3,2024-12-28,2026-06-13,2021-03-20
APP_002137,FAM_001004,CH_003963,"Martin, Anderson and Robertson",123715.33,Contract,2024-04-01,Submitted,Martinez and Sons,50K-75K,Animal technologist,Part-Time,Victorton,Day,20.25,2023-11-14,2026-08-19,2019-12-04
APP_002138,FAM_001572,CH_009408,"Kennedy, Hill and Garcia",44608.11,Seasonal,2019-04-25,Submitted,Nguyen Group,<25K,Professor Emeritus,Employed,South Samanthaland,Night,31.98,2022-05-20,2026-05-21,2019-05-28
APP_002139,FAM_001738,CH_000545,"Rios, Rodriguez and Lee",145075.73,Seasonal,2024-12-10,Approved,Hicks-Williams,<25K,Armed forces logistics/support/administrative officer,Unemployed,Janemouth,Rotational,59.1,2025-09-10,2026-01-01,2018-08-27
APP_002140,FAM_002213,CH_007657,"Hunt, Williams and Horne",110770.89,Seasonal,2025-08-21,Approved,Salazar Group,25K-50K,"Loss adjuster, chartered",Employed,Royview,Night,21.27,2019-01-27,2026-03-12,2017-02-13
APP_002141,FAM_002696,CH_005412,Hayes-Miller,106508.69,Contract,2022-08-07,Approved,Lewis-Davis,25K-50K,"Accountant, chartered certified",Contract,North Samanthaberg,Night,13.7,2019-08-21,2026-05-23,2019-08-15
APP_002142,FAM_000221,CH_002441,Mcguire-Zuniga,101995.27,Full-Time,2020-01-28,Rejected,Riggs-Small,>100K,"Chemist, analytical",Employed,South Melissashire,Rotational,11.06,2021-06-07,2026-01-19,2025-01-01
APP_002143,FAM_000757,CH_005222,Long-Wilson,51803.37,Part-Time,2018-04-18,Rejected,Taylor and Sons,25K-50K,Tax inspector,Unemployed,Hernandezfurt,Rotational,35.63,2022-03-14,2026-04-22,2018-06-12
APP_002144,FAM_001943,CH_000119,Contreras Group,94470.63,Full-Time,2023-11-28,Rejected,Woods Inc,25K-50K,Insurance broker,Unemployed,North Justin,Night,41.69,2025-11-11,2026-08-11,2018-06-29
APP_002145,FAM_001082,CH_003671,Williams-Rodriguez,36414.59,Full-Time,2018-07-23,Reviewed,Long-Martin,25K-50K,"Accountant, chartered certified",Contract,Pennyland,Day,37.81,2017-08-14,2026-08-08,2018-04-15
APP_002146,FAM_002621,CH_007930,"Thompson, Cole and Peters",105788.3,Part-Time,2018-05-15,Rejected,"Mcdaniel, Palmer and May",50K-75K,Technical brewer,Contract,Lake Danielmouth,Night,42.73,2017-04-26,2025-11-14,2016-01-17
APP_002147,FAM_001589,CH_008151,Phelps PLC,86967.95,Seasonal,2019-02-21,Submitted,King Group,<25K,"Therapist, music",Contract,New Wesley,Flexible,57.49,2022-04-26,2026-04-01,2020-10-20
APP_002148,FAM_001143,CH_008069,Solis-Miller,48485.63,Contract,2017-08-12,Rejected,"Hogan, Sanders and Jennings",>100K,Site engineer,Part-Time,Odomview,Rotational,33.42,2022-09-13,2026-01-22,2018-07-05
APP_002149,FAM_001188,CH_006706,Henderson-Mullen,56448.62,Part-Time,2022-01-06,Approved,Banks Inc,25K-50K,Geographical information systems officer,Contract,Bondton,Day,14.26,2025-07-27,2025-12-22,2020-10-04
APP_002150,FAM_002350,CH_005444,Williams Ltd,100226.36,Seasonal,2022-06-24,Rejected,"Torres, Brown and Green",50K-75K,Retail merchandiser,Unemployed,North Samuel,Rotational,57.91,2020-01-21,2025-11-29,2019-11-27
APP_002151,FAM_000290,CH_008859,Miller Inc,63597.69,Seasonal,2021-01-09,Rejected,Phillips-Park,>100K,Curator,Unemployed,Lake Katrina,Night,33.47,2020-01-10,2026-01-30,2019-01-05
APP_002152,FAM_002145,CH_005328,Castillo LLC,85682.75,Full-Time,2024-05-03,Submitted,Davis and Sons,>100K,Recycling officer,Contract,Pattersonton,Night,27.85,2020-03-11,2026-07-19,2015-12-14
APP_002153,FAM_002024,CH_000123,Brown LLC,137847.31,Contract,2022-10-20,Submitted,Keith Inc,25K-50K,Publishing rights manager,Contract,East Megantown,Rotational,18.92,2020-11-14,2026-10-16,2025-06-11
APP_002154,FAM_001739,CH_003744,Gates Inc,39664.33,Contract,2023-09-11,Approved,Davis PLC,>100K,"Scientist, research (maths)",Part-Time,Denisebury,Rotational,55.12,2020-10-01,2026-04-15,2017-09-03
APP_002155,FAM_000599,CH_004030,"Le, Schmidt and Hendricks",104803.89,Full-Time,2016-07-25,Approved,Curtis-Roberts,25K-50K,Chiropractor,Part-Time,Jessefurt,Night,21.26,2020-03-09,2026-10-28,2025-09-24
APP_002156,FAM_001898,CH_006155,Schwartz LLC,79524.74,Full-Time,2022-07-12,Rejected,Miller Inc,>100K,Research scientist (physical sciences),Contract,West Emilymouth,Flexible,47.58,2021-08-04,2026-04-09,2016-04-29
APP_002157,FAM_001498,CH_006915,Hartman Inc,121795.48,Full-Time,2024-12-01,Reviewed,Carter Ltd,<25K,Research scientist (medical),Part-Time,Davidborough,Night,10.47,2017-09-30,2026-10-07,2018-11-04
APP_002158,FAM_001763,CH_006535,Chambers-Grimes,67673.11,Contract,2018-01-30,Reviewed,Pierce and Sons,>100K,"Teacher, special educational needs",Contract,Silvaland,Flexible,33.09,2024-02-03,2026-07-22,2016-06-04
APP_002159,FAM_000394,CH_005165,Chandler-Davis,85333.93,Part-Time,2017-08-31,Reviewed,Pope LLC,<25K,Fish farm manager,Contract,West Nathaniel,Day,42.24,2018-10-10,2026-07-27,2023-05-31
APP_002160,FAM_002909,CH_003386,Burke-Martinez,142495.92,Seasonal,2021-07-01,Reviewed,Mcmahon and Sons,>100K,Agricultural consultant,Unemployed,New Bradychester,Flexible,36.96,2023-02-17,2026-10-03,2022-11-16
APP_002161,FAM_002614,CH_008726,Davidson-Matthews,87674.81,Seasonal,2018-06-24,Approved,Frazier-Douglas,25K-50K,Jewellery designer,Contract,Lake Michelle,Day,24.45,2018-09-01,2026-08-24,2020-02-09
APP_002162,FAM_002301,CH_004505,"Day, Bailey and Atkinson",23011.54,Seasonal,2024-05-26,Approved,Watkins Inc,<25K,Amenity horticulturist,Employed,Port Terri,Night,50.04,2025-04-14,2026-01-16,2018-03-01
APP_002163,FAM_000868,CH_004488,Spears LLC,26564.69,Part-Time,2016-01-12,Rejected,"Chambers, Woods and Jones",>100K,Legal secretary,Employed,North Arthurberg,Flexible,24.9,2024-07-31,2026-09-11,2020-11-05
APP_002164,FAM_002138,CH_003059,Mayo Group,102467.48,Full-Time,2025-09-20,Rejected,Rowe-Thompson,50K-75K,Chartered public finance accountant,Unemployed,West Sarahton,Night,44.6,2025-07-16,2025-11-25,2021-06-07
APP_002165,FAM_001037,CH_006949,Mcdonald-Bray,65263.95,Part-Time,2017-07-14,Submitted,Hardy Inc,50K-75K,"Engineer, maintenance (IT)",Employed,Hodgeville,Night,54.81,2018-10-04,2026-05-09,2020-06-04
APP_002166,FAM_001078,CH_002280,"Diaz, Miller and Adams",143299.89,Seasonal,2018-02-19,Rejected,"Garcia, Hutchinson and Smith",<25K,Amenity horticulturist,Part-Time,New John,Flexible,58.31,2018-03-16,2026-05-12,2022-02-14
APP_002167,FAM_002989,CH_001306,White Group,113806.3,Part-Time,2019-02-25,Reviewed,"Allen, Santos and King",25K-50K,Insurance claims handler,Employed,Holmesview,Day,14.21,2025-09-01,2026-01-28,2023-03-14
APP_002168,FAM_001541,CH_005552,Little-Frank,105089.31,Seasonal,2020-09-04,Rejected,"Arias, Case and Hill",>100K,"Engineer, electrical",Part-Time,Lake Katelynfort,Night,54.43,2023-08-18,2026-03-03,2024-05-22
APP_002169,FAM_000962,CH_004536,"Brady, Benitez and Mullen",63338.88,Part-Time,2020-06-19,Approved,"Fuller, Rodriguez and Schneider",>100K,Financial trader,Contract,East Lauriehaven,Day,11.89,2020-02-21,2025-12-20,2018-01-17
APP_002170,FAM_001934,CH_004053,Roberts Ltd,122338.57,Part-Time,2025-07-29,Approved,"Salazar, Martinez and Reilly",25K-50K,"Education officer, community",Employed,Harrisonburgh,Flexible,32.55,2022-02-27,2026-10-12,2018-11-10
APP_002171,FAM_001717,CH_009135,Morgan-Perkins,84999.59,Contract,2019-07-07,Rejected,Brown-Dickson,>100K,"Librarian, academic",Unemployed,Keithside,Day,28.77,2024-12-19,2026-06-10,2017-09-13
APP_002172,FAM_001557,CH_005486,"Owens, Mitchell and Allen",111982.31,Part-Time,2020-03-26,Approved,Torres Ltd,25K-50K,Barrister's clerk,Unemployed,Philipview,Flexible,40.73,2018-09-17,2026-06-16,2021-10-19
APP_002173,FAM_002228,CH_003706,Hoffman-Hodges,67127.03,Seasonal,2018-07-26,Rejected,Mills-Collier,25K-50K,Local government officer,Part-Time,Bryantport,Night,53.63,2025-03-03,2026-06-23,2020-03-02
APP_002174,FAM_002180,CH_000890,Meadows PLC,129999.63,Seasonal,2019-08-15,Reviewed,Kent-Garcia,>100K,Careers adviser,Part-Time,West Mariachester,Day,21.89,2023-07-21,2026-06-12,2023-04-27
APP_002175,FAM_001587,CH_005047,Sawyer Inc,37808.21,Seasonal,2019-10-20,Reviewed,"Johnson, Page and Miller",50K-75K,Physiotherapist,Unemployed,North Barbaraborough,Night,55.69,2017-06-22,2026-10-13,2022-02-09
APP_002176,FAM_000889,CH_001991,Johnson LLC,139960.7,Contract,2017-10-15,Reviewed,"Conner, Mccarty and Nelson",>100K,Restaurant manager,Part-Time,East Johnnyburgh,Night,40.53,2019-01-24,2026-05-22,2018-12-18
APP_002177,FAM_002554,CH_008269,"Mercado, Fleming and Cobb",13269.93,Full-Time,2021-06-21,Rejected,"Watson, Lopez and Turner",50K-75K,"Therapist, horticultural",Employed,Gonzalezmouth,Day,46.72,2020-12-25,2026-07-08,2024-04-29
APP_002178,FAM_000489,CH_008221,"Burns, Mcfarland and Johnson",127757.77,Part-Time,2024-11-10,Reviewed,Galloway LLC,>100K,Conference centre manager,Employed,Boydfort,Day,42.08,2018-10-08,2026-10-22,2017-09-13
APP_002179,FAM_000329,CH_008010,"Anderson, Phelps and Deleon",46947.16,Part-Time,2017-01-14,Approved,Mclaughlin-Taylor,>100K,Telecommunications researcher,Unemployed,Port Aaron,Flexible,36.44,2025-07-05,2026-03-22,2021-03-11
APP_002180,FAM_000714,CH_001253,Williams-Bailey,28769.41,Seasonal,2025-11-10,Submitted,Smith PLC,>100K,Ecologist,Employed,Medinamouth,Night,17.81,2017-02-11,2026-09-19,2018-08-20
APP_002181,FAM_000488,CH_001981,"Turner, Miller and Waters",40481.46,Part-Time,2025-08-06,Submitted,Edwards PLC,25K-50K,Geophysical data processor,Part-Time,West Alan,Flexible,14.66,2025-08-25,2026-07-07,2017-09-27
APP_002182,FAM_001051,CH_007298,Cervantes and Sons,38237.46,Part-Time,2019-03-22,Submitted,Hernandez PLC,25K-50K,Conference centre manager,Employed,Kathleenstad,Flexible,22.94,2022-10-10,2026-07-19,2019-01-18
APP_002183,FAM_002679,CH_000806,Garcia-Juarez,147402.05,Seasonal,2017-01-16,Submitted,Martinez-Rios,25K-50K,"Psychotherapist, dance movement",Employed,Scottbury,Flexible,42.88,2023-08-05,2026-01-27,2019-04-18
APP_002184,FAM_002643,CH_002834,Thompson-Johnson,149611.66,Seasonal,2025-01-19,Approved,"Greer, Beck and Frazier",<25K,Civil Service administrator,Contract,New Candicefurt,Day,32.52,2025-01-06,2025-11-20,2017-09-19
APP_002185,FAM_001198,CH_003291,"Patel, Brown and Richards",59359.56,Full-Time,2016-06-25,Reviewed,"Marshall, Santiago and Johnson",>100K,Museum/gallery conservator,Contract,Kathymouth,Flexible,51.05,2022-08-18,2026-10-20,2018-03-04
APP_002186,FAM_001871,CH_003136,"English, Cunningham and Mcmillan",74456.41,Full-Time,2021-03-19,Approved,Graves-King,50K-75K,Careers information officer,Contract,Benjaminfurt,Night,26.55,2017-05-23,2026-04-23,2016-07-14
APP_002187,FAM_001883,CH_009657,"Williams, Black and Colon",77812.38,Part-Time,2023-05-12,Rejected,"Schneider, Price and Brown",>100K,Advertising account executive,Unemployed,Colefurt,Day,36.48,2025-11-04,2025-12-21,2024-08-24
APP_002188,FAM_001512,CH_002831,"Miller, Lewis and Gutierrez",58017.32,Seasonal,2021-12-30,Approved,Lee Inc,>100K,Sports development officer,Contract,Sherryview,Rotational,16.77,2018-07-02,2026-07-21,2020-11-13
APP_002189,FAM_000661,CH_001267,Johnson LLC,42093.83,Contract,2022-02-01,Submitted,Wilson Ltd,<25K,"Scientist, product/process development",Part-Time,West Martin,Day,29.5,2018-12-12,2026-01-10,2021-05-13
APP_002190,FAM_002689,CH_009018,"Jones, Krueger and Williams",112688.71,Contract,2017-09-24,Approved,Reed-Clark,<25K,Waste management officer,Contract,Louisfurt,Day,42.93,2024-03-17,2026-07-23,2023-02-21
APP_002191,FAM_000232,CH_005687,King PLC,34320.42,Contract,2022-06-15,Submitted,Bowers-Hart,25K-50K,Leisure centre manager,Unemployed,Fisherview,Day,27.15,2023-08-10,2026-09-26,2017-12-09
APP_002192,FAM_001153,CH_003531,Burns Ltd,98975.6,Seasonal,2016-03-20,Submitted,Lucas Ltd,50K-75K,Cytogeneticist,Employed,Port Edward,Rotational,21.06,2022-11-01,2026-03-24,2017-05-14
APP_002193,FAM_001907,CH_007722,"Parker, Lee and Roberts",16102.25,Seasonal,2018-10-15,Submitted,Nielsen and Sons,>100K,Art therapist,Contract,Sandersstad,Night,51.92,2023-05-11,2025-12-29,2019-03-29
APP_002194,FAM_002691,CH_000632,"Martinez, Hall and Boyd",131215.04,Part-Time,2016-03-08,Rejected,"Smith, Garcia and Jones",25K-50K,Local government officer,Unemployed,Smithland,Day,32.8,2023-07-17,2026-10-14,2016-03-17
APP_002195,FAM_001229,CH_004048,Gentry Inc,73671.89,Seasonal,2015-11-25,Reviewed,"Webb, Williams and Miller",50K-75K,"Scientist, biomedical",Contract,Longport,Day,21.85,2019-02-08,2026-10-03,2018-04-24
APP_002196,FAM_002984,CH_000133,Tyler Ltd,10884.73,Seasonal,2016-03-02,Reviewed,Jones PLC,25K-50K,Operational investment banker,Unemployed,Lake Angelastad,Flexible,59.35,2019-03-02,2026-09-16,2023-12-18
APP_002197,FAM_001860,CH_007984,Blankenship Inc,135518.5,Seasonal,2024-10-09,Approved,Chang-Patterson,<25K,Learning mentor,Employed,Hallport,Flexible,31.85,2025-01-22,2026-03-31,2021-12-11
APP_002198,FAM_000212,CH_004883,Boone-Black,35823.84,Full-Time,2023-03-06,Submitted,Gilbert PLC,50K-75K,"Surveyor, planning and development",Part-Time,Lake Alexandriatown,Rotational,46.24,2025-01-19,2026-01-26,2025-10-18
APP_002199,FAM_000960,CH_002567,Bradshaw-Fernandez,20298.06,Contract,2018-12-07,Rejected,Jones-Patterson,25K-50K,Music tutor,Employed,Cortezbury,Night,53.56,2019-10-31,2026-06-27,2016-09-03
APP_002200,FAM_000754,CH_007638,"Walsh, Campbell and Robertson",118809.85,Seasonal,2019-09-26,Reviewed,"Miller, Daniels and Walls",>100K,Occupational hygienist,Part-Time,Port Sydneyburgh,Flexible,48.35,2018-01-18,2026-03-15,2017-10-13
APP_002201,FAM_001176,CH_002832,Pineda Group,86810.14,Full-Time,2020-11-25,Submitted,Thomas LLC,<25K,"Producer, radio",Employed,New Timothyland,Night,26.77,2020-09-20,2026-04-25,2022-11-26
APP_002202,FAM_000519,CH_002848,Garcia-Logan,123591.5,Seasonal,2017-06-23,Reviewed,Andrade-Thomas,50K-75K,"Designer, fashion/clothing",Part-Time,Thompsonberg,Rotational,54.95,2023-12-05,2026-10-31,2021-08-13
APP_002203,FAM_001753,CH_009144,Jones Inc,105477.38,Contract,2022-11-27,Reviewed,Scott LLC,25K-50K,Ship broker,Part-Time,West Michelletown,Night,15.13,2018-11-30,2025-11-16,2022-10-21
APP_002204,FAM_001155,CH_008333,Young-Sanders,137531.07,Seasonal,2016-05-03,Approved,Elliott-Williams,25K-50K,Commissioning editor,Part-Time,Lake Elizabethchester,Rotational,44.22,2017-02-06,2026-10-05,2025-08-05
APP_002205,FAM_002937,CH_000316,"Turner, Valdez and Williams",111111.52,Full-Time,2025-04-03,Rejected,Jordan PLC,<25K,Museum education officer,Unemployed,Jasmineshire,Night,46.42,2025-04-24,2026-07-14,2020-08-26
APP_002206,FAM_002784,CH_009917,"Baker, Lawrence and Gallegos",121480.58,Seasonal,2018-08-21,Submitted,"Middleton, Riggs and Simmons",25K-50K,"Exhibitions officer, museum/gallery",Contract,Colefort,Rotational,38.64,2016-11-27,2025-12-08,2024-11-01
APP_002207,FAM_001145,CH_006627,Williamson-Guerrero,74548.56,Seasonal,2019-12-09,Rejected,Wilson and Sons,<25K,Set designer,Part-Time,South Krystalfurt,Flexible,35.73,2016-03-19,2025-12-28,2024-09-22
APP_002208,FAM_002966,CH_008691,Sanchez PLC,121065.9,Part-Time,2023-08-29,Submitted,"Clark, Johnson and Jackson",<25K,"Engineer, drilling",Unemployed,Perezchester,Night,58.17,2019-04-14,2025-12-15,2018-08-30
APP_002209,FAM_002133,CH_000731,"Peters, Smith and Jones",63891.62,Contract,2022-02-01,Approved,Beck Ltd,50K-75K,Nutritional therapist,Unemployed,South Meagan,Day,36.32,2020-02-25,2025-12-10,2020-06-01
APP_002210,FAM_002033,CH_008143,"Meyer, Richardson and Huynh",122579.65,Contract,2024-01-12,Reviewed,Walker-Simon,>100K,Volunteer coordinator,Contract,New Davidstad,Night,39.01,2016-07-08,2026-04-05,2024-03-23
APP_002211,FAM_002656,CH_005795,"Guzman, Cooley and Manning",48384.14,Contract,2016-03-07,Rejected,"Sullivan, Macias and Wilkerson",>100K,Physiological scientist,Unemployed,West Barbara,Day,21.45,2020-02-22,2026-07-24,2019-09-08
APP_002212,FAM_001738,CH_009377,Smith LLC,68938.3,Part-Time,2018-06-25,Reviewed,Ellis LLC,>100K,IT technical support officer,Employed,Snowville,Night,19.93,2017-05-15,2026-07-26,2025-01-07
APP_002213,FAM_002771,CH_003101,Salazar-Howard,46849.8,Contract,2020-12-15,Approved,Franklin-Roman,50K-75K,"Lecturer, higher education",Employed,Wrightfurt,Rotational,19.26,2016-03-15,2026-10-20,2024-01-24
APP_002214,FAM_002319,CH_008529,"Nicholson, Small and Jackson",45666.37,Full-Time,2025-04-28,Reviewed,"Torres, Harrison and White",>100K,"Lecturer, further education",Part-Time,Wilsonfort,Night,55.9,2018-04-22,2026-02-07,2018-06-27
APP_002215,FAM_002896,CH_003837,Baker LLC,53501.44,Full-Time,2019-03-21,Approved,Adams-Lopez,<25K,"Scientist, audiological",Unemployed,Torresbury,Night,39.59,2024-03-14,2026-10-25,2021-04-14
APP_002216,FAM_001546,CH_002061,Mack PLC,28437.8,Seasonal,2022-05-19,Reviewed,"Conner, Gates and Jones",25K-50K,Records manager,Contract,East Katherineberg,Day,39.7,2016-12-09,2026-10-31,2025-10-16
APP_002217,FAM_001142,CH_006531,"Santana, Dean and Riddle",108290.05,Contract,2019-12-17,Reviewed,Peterson-Patton,>100K,Academic librarian,Unemployed,Ortizchester,Night,22.82,2017-11-03,2026-01-19,2023-05-26
APP_002218,FAM_001961,CH_003404,Butler-Davis,140614.74,Contract,2017-08-07,Submitted,Morales-Meyer,25K-50K,Paramedic,Unemployed,Adamview,Night,21.87,2024-07-20,2025-12-20,2018-06-06
APP_002219,FAM_001675,CH_003004,Bradley and Sons,118232.14,Full-Time,2024-02-20,Submitted,Mullins-Taylor,25K-50K,Print production planner,Employed,Edwardmouth,Rotational,13.5,2017-03-31,2026-10-11,2021-12-27
APP_002220,FAM_002257,CH_005450,Porter-Mcintyre,45693.89,Full-Time,2025-05-12,Approved,Simmons-Barajas,<25K,Commissioning editor,Contract,Moorestad,Day,51.8,2019-09-19,2025-11-19,2017-04-14
APP_002221,FAM_000874,CH_000201,Patterson-Carpenter,122676.16,Seasonal,2019-02-13,Submitted,"Bishop, Juarez and Nicholson",<25K,Statistician,Unemployed,Port Teresa,Flexible,10.55,2023-03-06,2026-04-08,2023-03-13
APP_002222,FAM_001624,CH_004046,"Sullivan, Vega and Valenzuela",73652.48,Contract,2019-02-26,Rejected,"Castillo, Shepherd and Peterson",<25K,"Psychologist, educational",Unemployed,New Allen,Day,37.53,2018-05-01,2026-01-17,2025-02-12
APP_002223,FAM_000557,CH_009083,"Lloyd, Lawrence and Mitchell",91671.55,Part-Time,2019-08-30,Approved,Shepherd-Stone,<25K,"Social research officer, government",Part-Time,New Melanie,Night,40.56,2021-04-06,2026-05-10,2023-12-18
APP_002224,FAM_001718,CH_006465,"Donovan, Weiss and Elliott",92906.6,Contract,2023-07-23,Reviewed,Gillespie LLC,<25K,Textile designer,Unemployed,East Patrickland,Night,51.55,2019-05-12,2026-02-04,2023-09-12
APP_002225,FAM_001244,CH_008755,"Salas, Hodge and Duffy",10968.26,Part-Time,2016-03-03,Reviewed,Benitez Group,>100K,Telecommunications researcher,Part-Time,Hartport,Day,33.11,2017-03-12,2026-07-06,2025-06-09
APP_002226,FAM_000340,CH_002243,"Mueller, Thomas and Morton",103763.53,Part-Time,2018-12-04,Submitted,"Obrien, Morris and Lee",50K-75K,"Editor, film/video",Contract,Williamsonfurt,Rotational,50.02,2024-09-13,2026-09-06,2024-07-14
APP_002227,FAM_001261,CH_007315,Wells-Reyes,138976.82,Contract,2018-02-23,Rejected,Wilson-Torres,<25K,Theatre director,Unemployed,Leahton,Rotational,58.83,2017-12-07,2026-04-04,2021-01-05
APP_002228,FAM_000262,CH_006252,Ferguson-Gomez,66034.32,Contract,2020-08-25,Rejected,"Mercado, Young and Charles",<25K,Hospital pharmacist,Part-Time,Lake Teresafurt,Night,39.32,2019-02-18,2026-04-19,2025-01-13
APP_002229,FAM_000731,CH_000325,Welch LLC,51354.64,Contract,2024-03-04,Submitted,Nash Inc,25K-50K,Control and instrumentation engineer,Employed,Juliamouth,Day,54.96,2016-06-07,2026-09-26,2018-12-31
APP_002230,FAM_001063,CH_009919,"Martinez, Carlson and Morrison",104885.44,Part-Time,2022-08-16,Submitted,Becker-Nguyen,50K-75K,Armed forces logistics/support/administrative officer,Employed,Jeremyland,Day,18.35,2023-09-21,2026-05-28,2020-04-22
APP_002231,FAM_001772,CH_004000,Good Ltd,84025.51,Part-Time,2023-12-14,Approved,"Rogers, Barr and Miller",<25K,Fast food restaurant manager,Contract,Lake Thomas,Rotational,58.72,2022-04-21,2026-01-13,2024-03-14
APP_002232,FAM_001828,CH_008211,"Edwards, Villarreal and Huang",60871.2,Contract,2022-03-11,Submitted,Johnson-Oconnor,<25K,Occupational therapist,Contract,Jasonmouth,Flexible,18.96,2021-07-04,2026-01-18,2017-03-03
APP_002233,FAM_001546,CH_000185,Wood-Nelson,108036.19,Part-Time,2021-08-15,Submitted,Hooper-Moreno,>100K,"Teacher, early years/pre",Unemployed,Tylerhaven,Night,14.68,2017-06-27,2026-10-14,2018-06-17
APP_002234,FAM_002755,CH_003706,Esparza-Meadows,95658.0,Seasonal,2024-12-30,Approved,"Norton, Smith and Townsend",25K-50K,"Physicist, medical",Part-Time,Margaretberg,Rotational,28.77,2019-02-17,2026-03-26,2016-03-23
APP_002235,FAM_001397,CH_004700,"Hernandez, Macias and Carrillo",128618.22,Full-Time,2019-12-10,Reviewed,Martin-Atkinson,>100K,"Scientist, product/process development",Part-Time,Jasonshire,Flexible,43.81,2021-12-01,2026-09-01,2016-09-17
APP_002236,FAM_001020,CH_009534,Brown-Russo,42277.44,Seasonal,2020-05-09,Rejected,Smith PLC,<25K,"Scientist, water quality",Unemployed,Carrollmouth,Day,58.91,2021-01-01,2026-07-16,2021-06-03
APP_002237,FAM_001420,CH_008197,Fletcher LLC,110980.11,Full-Time,2017-06-23,Submitted,"Thomas, Martin and Armstrong",>100K,Intelligence analyst,Unemployed,West Lynn,Night,59.26,2020-09-18,2026-03-07,2021-04-02
APP_002238,FAM_002192,CH_005165,Cohen-Pena,145437.71,Contract,2025-06-02,Rejected,Gentry Ltd,50K-75K,"Buyer, retail",Contract,South Darin,Night,42.66,2020-03-19,2026-08-04,2021-01-19
APP_002239,FAM_002409,CH_002079,Weber LLC,59504.39,Part-Time,2017-10-19,Rejected,"Ramirez, Campbell and Duke",<25K,"Psychotherapist, dance movement",Part-Time,Stewartland,Night,35.87,2022-07-25,2026-09-16,2025-10-22
APP_002240,FAM_000846,CH_000655,Chaney-Parks,100401.44,Part-Time,2020-10-03,Approved,"Harris, Dunn and Sharp",>100K,"Lecturer, higher education",Part-Time,Port Dustin,Rotational,37.3,2023-04-08,2025-11-27,2017-09-03
APP_002241,FAM_002149,CH_006130,Love Group,27570.8,Contract,2025-06-10,Rejected,Johnson-Ortiz,50K-75K,Educational psychologist,Part-Time,Gregorymouth,Rotational,58.95,2021-09-08,2026-08-30,2024-03-02
APP_002242,FAM_002424,CH_007558,Howard and Sons,21853.25,Full-Time,2022-05-24,Approved,Cuevas-Estrada,25K-50K,"Designer, ceramics/pottery",Unemployed,West Howard,Night,37.87,2018-05-29,2025-12-27,2024-11-14
APP_002243,FAM_002545,CH_003147,Obrien Ltd,48578.41,Full-Time,2017-07-26,Reviewed,Parks and Sons,25K-50K,Probation officer,Part-Time,Joshuatown,Night,57.17,2020-07-18,2026-07-19,2022-07-18
APP_002244,FAM_000058,CH_007137,"Marsh, Scott and Mitchell",108700.74,Full-Time,2021-03-01,Reviewed,Guzman-Franklin,50K-75K,"Social research officer, government",Unemployed,South Brittanyland,Day,26.28,2018-08-11,2026-02-10,2019-08-26
