Integration_ID,Financial_ID,Program_ID,Provider_ID,Funding_ID,Region_ID,Transaction_Date_ID,Budget_Amount,Expenditure_Amount,Utilization_Percent,Grant_Amount,Donations_Received,Fund_Balance,Compliance_Score,Reimbursement_Claims,Claim_Status,Payment_Date,Audit_Flag,Reporting_Period,Financial_Manager,Data_Load_Timestamp,Created_DT,Updated_DT
FIN_005439,FID005439,PGM00421,PROV5456,FUND_5439,REG82,2025-04-22,3244637.41,2497366.98,76.97,2212089.25,295403.81,747270.43,72.43,71,Pending,2025-05-29,N,2025-04,Teresa Coleman,2025-11-19 15:54:46.110353,2025-04-22,2026-02-05
FIN_005440,FID005440,PGM00392,PROV9099,FUND_5440,REG93,2024-06-24,1851328.79,1050368.13,56.74,287545.19,60166.98,800960.66,78.72,188,Rejected,2024-11-11,N,2024-06,Brian Jones,2025-11-19 15:54:46.110353,2024-06-24,2024-12-04
FIN_005441,FID005441,PGM00008,PROV4336,FUND_5441,REG24,2025-05-14,1362343.03,812788.24,59.66,652011.66,118724.18,549554.79,99.76,42,Approved,2025-08-14,Y,2025-05,Nathan Wheeler,2025-11-19 15:54:46.110353,2025-05-14,2026-03-06
FIN_005442,FID005442,PGM00279,PROV3096,FUND_5442,REG97,2025-11-16,2216528.46,1781093.87,80.36,308566.63,92396.87,435434.59,87.27,94,Rejected,2025-11-18,N,2025-11,Sean Livingston,2025-11-19 15:54:46.110353,2025-11-16,2026-04-09
FIN_005443,FID005443,PGM00460,PROV5986,FUND_5443,REG22,2024-10-20,923440.09,639247.65,69.22,485909.64,31346.54,284192.44,89.7,10,Rejected,2025-05-30,N,2024-10,Jeanette Davis,2025-11-19 15:54:46.110353,2024-10-20,2025-02-27
FIN_005444,FID005444,PGM00136,PROV1801,FUND_5444,REG19,2025-08-22,3272538.35,2376310.54,72.61,819717.23,97820.03,896227.81,99.13,84,Pending,2025-11-10,N,2025-08,Paul Jackson,2025-11-19 15:54:46.110353,2025-08-22,2025-09-04
FIN_005445,FID005445,PGM00285,PROV2565,FUND_5445,REG80,2024-11-21,2229124.2,1276726.14,57.27,1478865.36,96892.43,952398.06,95.51,77,Pending,2025-05-28,Y,2024-11,Paula Murphy,2025-11-19 15:54:46.110353,2024-11-21,2025-03-27
FIN_005446,FID005446,PGM00422,PROV7445,FUND_5446,REG50,2024-02-02,2111876.45,1903519.69,90.13,571348.83,120212.12,208356.76,80.45,84,Pending,2024-04-13,Y,2024-02,Jessica Watson,2025-11-19 15:54:46.110353,2024-02-02,2024-12-26
FIN_005447,FID005447,PGM00124,PROV7131,FUND_5447,REG90,2025-09-26,1932731.22,1841678.04,95.29,742630.33,45457.22,91053.18,76.76,36,Rejected,2025-10-12,N,2025-09,Matthew Ross,2025-11-19 15:54:46.110353,2025-09-26,2026-09-08
FIN_005448,FID005448,PGM00275,PROV6328,FUND_5448,REG87,2024-09-25,1062718.89,657343.7,61.85,306747.36,63624.43,405375.19,99.18,191,Pending,2024-12-29,N,2024-09,Susan Bush,2025-11-19 15:54:46.110353,2024-09-25,2024-12-05
FIN_005449,FID005449,PGM00450,PROV5632,FUND_5449,REG47,2024-10-29,2014280.13,1663481.45,82.58,1536754.53,154023.7,350798.68,99.49,16,Rejected,2025-08-15,N,2024-10,Christopher Ramirez,2025-11-19 15:54:46.110353,2024-10-29,2025-04-18
FIN_005450,FID005450,PGM00454,PROV1933,FUND_5450,REG36,2025-02-06,1338526.84,912360.68,68.16,387677.49,20745.39,426166.16,80.89,98,Pending,2025-08-16,Y,2025-02,Shannon Evans,2025-11-19 15:54:46.110353,2025-02-06,2025-06-05
FIN_005451,FID005451,PGM00335,PROV5909,FUND_5451,REG87,2023-12-16,4080780.64,2561734.59,62.78,1994970.79,147040.5,1519046.05,80.5,129,Pending,2024-06-29,Y,2023-12,Heidi Farrell,2025-11-19 15:54:46.110353,2023-12-16,2024-01-16
FIN_005452,FID005452,PGM00462,PROV9987,FUND_5452,REG41,2024-08-08,1906069.22,1774118.92,93.08,1223191.73,140974.82,131950.3,90.18,42,Approved,2024-09-12,Y,2024-08,Tammy Evans,2025-11-19 15:54:46.110353,2024-08-08,2024-11-25
FIN_005453,FID005453,PGM00143,PROV7389,FUND_5453,REG30,2024-02-03,1666131.87,1615800.53,96.98,635275.56,162592.35,50331.34,98.97,41,Pending,2025-06-13,Y,2024-02,Jamie Curtis,2025-11-19 15:54:46.110353,2024-02-03,2024-10-06
FIN_005454,FID005454,PGM00217,PROV8424,FUND_5454,REG26,2024-08-05,1108654.64,605641.93,54.63,711603.4,47864.93,503012.71,98.18,140,Pending,2025-01-14,N,2024-08,Mrs. Danielle Allen,2025-11-19 15:54:46.110353,2024-08-05,2024-12-03
FIN_005455,FID005455,PGM00202,PROV7589,FUND_5455,REG70,2025-02-22,1711800.35,1422608.06,83.11,955596.96,53498.26,289192.29,75.58,2,Rejected,2025-03-07,N,2025-02,Carolyn Henry,2025-11-19 15:54:46.110353,2025-02-22,2025-11-23
FIN_005456,FID005456,PGM00212,PROV8400,FUND_5456,REG72,2025-05-24,1988126.43,1342069.05,67.5,249099.29,68536.29,646057.38,76.6,145,Pending,2025-08-12,N,2025-05,Joseph Frey,2025-11-19 15:54:46.110353,2025-05-24,2026-03-11
FIN_005457,FID005457,PGM00313,PROV3216,FUND_5457,REG24,2023-12-08,3863482.96,2682074.6,69.42,454668.85,162875.65,1181408.36,72.27,18,Approved,2024-04-21,Y,2023-12,Claudia Clay,2025-11-19 15:54:46.110353,2023-12-08,2024-05-27
FIN_005458,FID005458,PGM00193,PROV4929,FUND_5458,REG29,2025-06-11,867102.57,550709.25,63.51,523766.07,27175.3,316393.32,93.0,143,Rejected,2025-06-18,Y,2025-06,Brian Lopez,2025-11-19 15:54:46.110353,2025-06-11,2025-07-05
FIN_005459,FID005459,PGM00129,PROV4173,FUND_5459,REG22,2025-07-07,1897292.94,1042293.78,54.94,1249592.55,68282.99,854999.16,94.87,24,Rejected,2025-11-14,Y,2025-07,Jenna Price,2025-11-19 15:54:46.110353,2025-07-07,2025-07-24
FIN_005460,FID005460,PGM00082,PROV3703,FUND_5460,REG12,2025-08-16,2987703.54,2258442.69,75.59,1961955.51,244462.54,729260.85,76.28,44,Rejected,2025-09-05,Y,2025-08,Mary Tucker,2025-11-19 15:54:46.110353,2025-08-16,2026-04-15
FIN_005461,FID005461,PGM00188,PROV9938,FUND_5461,REG66,2025-04-23,222473.01,199979.61,89.89,75336.44,9719.6,22493.4,92.59,166,Approved,2025-09-16,Y,2025-04,Joshua Nichols,2025-11-19 15:54:46.118372,2025-04-23,2025-10-09
FIN_005462,FID005462,PGM00386,PROV5516,FUND_5462,REG72,2024-02-15,4974662.86,3283981.85,66.01,3769068.08,176023.33,1690681.01,78.59,63,Approved,2024-04-25,N,2024-02,Theresa Garcia,2025-11-19 15:54:46.118372,2024-02-15,2024-12-28
FIN_005463,FID005463,PGM00107,PROV6151,FUND_5463,REG59,2023-12-06,856428.51,651778.84,76.1,377259.34,19333.05,204649.67,83.39,44,Approved,2025-06-18,Y,2023-12,Alyssa Mcbride,2025-11-19 15:54:46.118372,2023-12-06,2024-03-12
FIN_005464,FID005464,PGM00373,PROV4298,FUND_5464,REG88,2025-08-21,4142526.79,2558677.8,61.77,956308.76,112431.36,1583848.99,71.33,109,Rejected,2025-10-26,N,2025-08,Phillip Ellis,2025-11-19 15:54:46.118372,2025-08-21,2026-01-19
FIN_005465,FID005465,PGM00306,PROV2620,FUND_5465,REG47,2024-07-06,3093212.79,1948291.09,62.99,1049259.87,125918.39,1144921.7,72.64,94,Pending,2024-09-09,N,2024-07,Christina Rose,2025-11-19 15:54:46.118372,2024-07-06,2025-03-11
FIN_005466,FID005466,PGM00009,PROV5713,FUND_5466,REG66,2023-11-29,343818.84,292709.65,85.13,231560.31,6858.98,51109.19,89.8,148,Approved,2025-03-08,N,2023-11,Mark Everett,2025-11-19 15:54:46.118372,2023-11-29,2024-01-19
FIN_005467,FID005467,PGM00478,PROV1660,FUND_5467,REG49,2024-08-30,822997.53,813777.9,98.88,178480.06,49580.31,9219.63,74.85,56,Rejected,2025-07-03,N,2024-08,Jacqueline Williams,2025-11-19 15:54:46.118372,2024-08-30,2024-10-06
FIN_005468,FID005468,PGM00253,PROV9601,FUND_5468,REG70,2025-06-27,3929135.53,2519081.34,64.11,1542292.74,227768.13,1410054.19,93.64,56,Approved,2025-07-04,N,2025-06,Wanda Russell,2025-11-19 15:54:46.118372,2025-06-27,2026-02-09
FIN_005469,FID005469,PGM00219,PROV6285,FUND_5469,REG52,2025-09-15,3420009.49,3075156.76,89.92,2474779.06,230468.28,344852.73,78.49,140,Rejected,2025-09-27,Y,2025-09,Samuel Farley,2025-11-19 15:54:46.118372,2025-09-15,2026-06-11
FIN_005470,FID005470,PGM00009,PROV1272,FUND_5470,REG42,2025-05-04,3688250.73,3366156.36,91.27,1641607.4,176430.06,322094.37,71.46,155,Rejected,2025-07-30,N,2025-05,Sandra Jackson,2025-11-19 15:54:46.118372,2025-05-04,2025-09-03
FIN_005471,FID005471,PGM00113,PROV4089,FUND_5471,REG25,2025-11-01,2078382.71,1943627.93,93.52,1661335.09,62549.24,134754.78,89.76,152,Pending,2025-11-01,Y,2025-11,Joanna Anderson,2025-11-19 15:54:46.118372,2025-11-01,2026-04-05
FIN_005472,FID005472,PGM00328,PROV5889,FUND_5472,REG64,2025-03-26,2817671.65,2588035.07,91.85,2158894.46,122748.28,229636.58,80.0,143,Approved,2025-05-09,N,2025-03,Ashley Taylor,2025-11-19 15:54:46.118372,2025-03-26,2025-09-18
FIN_005473,FID005473,PGM00283,PROV3040,FUND_5473,REG92,2024-03-07,4997275.53,3608638.32,72.21,1381529.75,186520.39,1388637.21,81.9,171,Rejected,2024-12-13,Y,2024-03,Michele Aguilar,2025-11-19 15:54:46.120376,2024-03-07,2024-08-29
FIN_005474,FID005474,PGM00438,PROV4264,FUND_5474,REG15,2023-12-25,3437926.01,3151798.01,91.68,2192229.79,310576.24,286128.0,90.15,17,Rejected,2025-09-06,Y,2023-12,Ryan Wright,2025-11-19 15:54:46.120465,2023-12-25,2024-05-18
FIN_005475,FID005475,PGM00228,PROV1860,FUND_5475,REG26,2025-04-02,346437.86,184541.3,53.27,271379.01,11083.18,161896.56,84.04,42,Rejected,2025-07-01,N,2025-04,Gregory Thompson,2025-11-19 15:54:46.120465,2025-04-02,2025-09-07
FIN_005476,FID005476,PGM00129,PROV5572,FUND_5476,REG95,2025-04-13,3604852.04,2459161.09,68.22,425256.15,40509.65,1145690.95,82.67,142,Pending,2025-04-25,Y,2025-04,Joel Townsend,2025-11-19 15:54:46.120465,2025-04-13,2025-04-19
FIN_005477,FID005477,PGM00468,PROV2628,FUND_5477,REG89,2024-06-02,1903828.75,1210223.07,63.57,873014.13,62105.01,693605.68,83.66,118,Approved,2025-02-18,N,2024-06,Carrie Jones,2025-11-19 15:54:46.120465,2024-06-02,2024-08-19
FIN_005478,FID005478,PGM00049,PROV2964,FUND_5478,REG18,2025-03-13,318580.34,173771.68,54.55,219162.05,17287.01,144808.66,86.29,180,Rejected,2025-09-01,N,2025-03,Cindy Garcia,2025-11-19 15:54:46.120465,2025-03-13,2025-12-27
FIN_005479,FID005479,PGM00203,PROV8520,FUND_5479,REG87,2024-10-27,3939829.0,3140813.85,79.72,1155261.27,202855.96,799015.15,70.4,131,Rejected,2024-12-12,N,2024-10,William Davis,2025-11-19 15:54:46.120465,2024-10-27,2025-05-14
FIN_005480,FID005480,PGM00092,PROV7410,FUND_5480,REG26,2024-12-20,4240549.01,2203002.6,51.95,1570732.45,284034.98,2037546.41,76.47,185,Rejected,2025-07-02,Y,2024-12,Casey Chandler,2025-11-19 15:54:46.120465,2024-12-20,2025-06-05
FIN_005481,FID005481,PGM00172,PROV9885,FUND_5481,REG10,2024-10-24,2336035.82,2087080.39,89.34,563561.51,107373.09,248955.43,83.46,126,Approved,2025-10-22,N,2024-10,Jaime Mason,2025-11-19 15:54:46.120465,2024-10-24,2024-10-28
FIN_005482,FID005482,PGM00058,PROV6849,FUND_5482,REG51,2025-07-23,577660.11,555462.42,96.16,435006.29,26260.7,22197.69,98.07,139,Approved,2025-08-26,Y,2025-07,Jennifer Wood,2025-11-19 15:54:46.120465,2025-07-23,2025-12-15
FIN_005483,FID005483,PGM00182,PROV1132,FUND_5483,REG55,2024-08-10,814140.16,812343.47,99.78,433340.17,14291.03,1796.69,83.49,46,Rejected,2025-08-08,Y,2024-08,Jeanne King,2025-11-19 15:54:46.120465,2024-08-10,2024-09-09
FIN_005484,FID005484,PGM00241,PROV5365,FUND_5484,REG72,2024-11-08,1344850.34,1217642.85,90.54,677606.87,127756.02,127207.49,81.85,49,Rejected,2025-08-03,N,2024-11,Christy Johnson,2025-11-19 15:54:46.120465,2024-11-08,2025-09-18
FIN_005485,FID005485,PGM00410,PROV9908,FUND_5485,REG77,2024-10-11,1953052.51,1735325.47,88.85,1371920.0,166519.53,217727.04,83.81,163,Pending,2025-06-03,Y,2024-10,Tammy Taylor,2025-11-19 15:54:46.120465,2024-10-11,2024-11-22
FIN_005486,FID005486,PGM00147,PROV7527,FUND_5486,REG96,2025-04-03,1292031.55,1047398.87,81.07,404879.32,33076.16,244632.68,86.92,159,Approved,2025-08-12,N,2025-04,Austin Bender,2025-11-19 15:54:46.120465,2025-04-03,2025-11-13
FIN_005487,FID005487,PGM00033,PROV9307,FUND_5487,REG72,2025-01-15,1588453.61,956874.89,60.24,1016447.59,117543.04,631578.72,75.12,21,Approved,2025-03-14,Y,2025-01,Traci Gomez MD,2025-11-19 15:54:46.120465,2025-01-15,2025-05-07
FIN_005488,FID005488,PGM00442,PROV6406,FUND_5488,REG12,2023-12-21,4261507.25,4079357.51,95.73,703455.04,391184.41,182149.74,93.28,181,Pending,2025-10-04,Y,2023-12,Laura Thomas,2025-11-19 15:54:46.120465,2023-12-21,2023-12-21
FIN_005489,FID005489,PGM00105,PROV4802,FUND_5489,REG94,2025-10-18,401491.45,256379.24,63.86,166930.67,39045.31,145112.21,85.21,193,Pending,2025-10-30,Y,2025-10,Karen Graves,2025-11-19 15:54:46.120465,2025-10-18,2026-04-06
FIN_005490,FID005490,PGM00108,PROV4717,FUND_5490,REG82,2025-02-13,3074800.95,3026455.6,98.43,1673124.68,218758.76,48345.35,95.51,185,Pending,2025-04-25,Y,2025-02,Lisa Hahn,2025-11-19 15:54:46.120465,2025-02-13,2025-05-12
FIN_005491,FID005491,PGM00468,PROV2481,FUND_5491,REG21,2024-03-10,1418017.3,1101088.46,77.65,431989.07,44285.27,316928.84,89.0,44,Rejected,2024-06-07,Y,2024-03,Steven Lee,2025-11-19 15:54:46.120465,2024-03-10,2024-06-22
FIN_005492,FID005492,PGM00228,PROV9538,FUND_5492,REG77,2023-12-22,1042220.26,896056.0,85.98,503954.99,19706.8,146164.26,95.75,96,Pending,2024-01-09,Y,2023-12,Debbie Wong,2025-11-19 15:54:46.120465,2023-12-22,2024-03-31
FIN_005493,FID005493,PGM00372,PROV6613,FUND_5493,REG74,2025-08-28,4299552.67,3065972.61,71.31,3029782.74,150072.15,1233580.06,92.18,96,Pending,2025-08-30,N,2025-08,Eric Robertson,2025-11-19 15:54:46.120465,2025-08-28,2026-02-12
FIN_005494,FID005494,PGM00327,PROV5182,FUND_5494,REG13,2024-02-11,2831477.44,1788290.11,63.16,320974.45,38322.37,1043187.33,73.66,103,Rejected,2025-01-02,Y,2024-02,Jill Guzman,2025-11-19 15:54:46.120465,2024-02-11,2024-06-05
FIN_005495,FID005495,PGM00357,PROV8678,FUND_5495,REG63,2023-12-20,4101288.35,3020852.45,73.66,735290.03,323596.2,1080435.9,80.53,83,Approved,2024-02-22,Y,2023-12,Jimmy Maldonado,2025-11-19 15:54:46.120465,2023-12-20,2024-11-21
FIN_005496,FID005496,PGM00427,PROV9676,FUND_5496,REG16,2024-03-01,3004546.55,2950255.79,98.19,729999.37,278105.56,54290.76,74.03,64,Pending,2024-12-19,Y,2024-03,Kimberly Brown,2025-11-19 15:54:46.120465,2024-03-01,2024-05-20
FIN_005497,FID005497,PGM00233,PROV2523,FUND_5497,REG93,2025-04-23,4247011.81,4205033.22,99.01,3074647.61,90729.49,41978.59,91.17,114,Rejected,2025-07-28,Y,2025-04,Amanda Jones,2025-11-19 15:54:46.120465,2025-04-23,2026-04-10
FIN_005498,FID005498,PGM00045,PROV4432,FUND_5498,REG22,2025-04-05,3864234.22,3660826.66,94.74,1017845.14,319775.5,203407.56,71.87,24,Rejected,2025-06-14,N,2025-04,Wayne Bradley,2025-11-19 15:54:46.120465,2025-04-05,2025-10-22
FIN_005499,FID005499,PGM00203,PROV3909,FUND_5499,REG68,2023-12-12,4246095.04,3183315.5,74.97,657484.58,237804.36,1062779.54,88.93,97,Approved,2024-09-21,Y,2023-12,Tammy Robertson,2025-11-19 15:54:46.120465,2023-12-12,2024-11-17
FIN_005500,FID005500,PGM00487,PROV1607,FUND_5500,REG31,2024-09-12,337613.22,284444.5,84.25,73360.61,27585.22,53168.72,74.04,5,Rejected,2025-07-08,N,2024-09,Maria Floyd,2025-11-19 15:54:46.120465,2024-09-12,2024-10-01
FIN_005501,FID005501,PGM00286,PROV4829,FUND_5501,REG78,2024-12-11,1552297.08,1533661.63,98.8,681714.34,76981.02,18635.45,98.61,190,Rejected,2025-04-22,Y,2024-12,Jill Eaton,2025-11-19 15:54:46.120465,2024-12-11,2025-01-27
FIN_005502,FID005502,PGM00074,PROV1973,FUND_5502,REG84,2024-02-18,4027418.47,3064556.36,76.09,1131983.53,235115.04,962862.11,74.36,109,Rejected,2025-03-16,Y,2024-02,Paul Jackson,2025-11-19 15:54:46.120465,2024-02-18,2025-01-23
FIN_005503,FID005503,PGM00358,PROV5653,FUND_5503,REG15,2024-03-30,283832.38,215949.72,76.08,190410.84,6669.48,67882.66,70.08,32,Pending,2024-07-03,Y,2024-03,Deborah Hoffman,2025-11-19 15:54:46.120465,2024-03-30,2024-04-18
FIN_005504,FID005504,PGM00297,PROV2719,FUND_5504,REG30,2024-03-17,782706.32,457437.15,58.44,532147.05,76808.45,325269.17,75.98,63,Pending,2024-11-26,Y,2024-03,Rachael Davis,2025-11-19 15:54:46.120465,2024-03-17,2025-01-17
FIN_005505,FID005505,PGM00162,PROV8596,FUND_5505,REG58,2024-03-18,3519480.83,1943887.49,55.23,2298570.62,190983.51,1575593.34,98.02,185,Approved,2024-12-30,N,2024-03,Jesus Atkinson,2025-11-19 15:54:46.120465,2024-03-18,2024-10-06
FIN_005506,FID005506,PGM00495,PROV4197,FUND_5506,REG56,2025-01-21,1974370.4,1819879.36,92.18,1159005.2,79179.25,154491.04,83.11,67,Rejected,2025-07-29,N,2025-01,Brian Johnson,2025-11-19 15:54:46.120465,2025-01-21,2025-05-06
FIN_005507,FID005507,PGM00118,PROV2535,FUND_5507,REG51,2025-02-16,1886756.28,970505.71,51.44,1507068.93,98714.27,916250.57,71.67,79,Approved,2025-02-25,Y,2025-02,Leah Davis,2025-11-19 15:54:46.120465,2025-02-16,2025-06-22
FIN_005508,FID005508,PGM00382,PROV5204,FUND_5508,REG43,2024-10-13,3372997.52,3343454.98,99.12,1940208.61,263435.13,29542.54,73.88,132,Rejected,2025-09-08,N,2024-10,Bruce Lopez,2025-11-19 15:54:46.120465,2024-10-13,2025-07-02
FIN_005509,FID005509,PGM00365,PROV8581,FUND_5509,REG70,2023-11-29,3145870.67,1591873.1,50.6,927536.84,216174.74,1553997.57,92.02,98,Rejected,2025-10-25,Y,2023-11,Emily Fischer,2025-11-19 15:54:46.120465,2023-11-29,2024-09-17
FIN_005510,FID005510,PGM00128,PROV9401,FUND_5510,REG54,2025-03-11,4732676.51,3989200.37,84.29,685762.42,378507.92,743476.14,86.85,124,Approved,2025-06-03,Y,2025-03,Danny Pearson,2025-11-19 15:54:46.120465,2025-03-11,2025-09-16
FIN_005511,FID005511,PGM00492,PROV3840,FUND_5511,REG16,2024-03-25,1922815.63,1500575.09,78.04,435304.73,105276.77,422240.54,82.34,106,Pending,2024-11-01,Y,2024-03,April Miller,2025-11-19 15:54:46.120465,2024-03-25,2024-05-18
FIN_005512,FID005512,PGM00111,PROV2037,FUND_5512,REG92,2025-11-13,2891742.75,2550832.07,88.21,623754.35,214624.2,340910.68,84.53,74,Pending,2025-11-17,N,2025-11,Tyler Montes,2025-11-19 15:54:46.120465,2025-11-13,2026-10-24
FIN_005513,FID005513,PGM00270,PROV5959,FUND_5513,REG20,2025-05-26,4976044.51,4022376.02,80.83,1192385.1,133650.95,953668.49,93.06,17,Approved,2025-08-09,N,2025-05,Bryan King,2025-11-19 15:54:46.120465,2025-05-26,2025-11-14
FIN_005514,FID005514,PGM00470,PROV8956,FUND_5514,REG80,2025-09-19,2190870.84,1737664.45,79.31,1626454.31,125415.11,453206.39,89.63,72,Pending,2025-10-16,N,2025-09,Jonathan Ochoa,2025-11-19 15:54:46.120465,2025-09-19,2026-09-13
FIN_005515,FID005515,PGM00283,PROV2224,FUND_5515,REG77,2024-05-21,3223927.43,2667575.67,82.74,2229224.53,274283.52,556351.76,79.52,123,Approved,2024-08-19,Y,2024-05,Andres Mcclure,2025-11-19 15:54:46.120465,2024-05-21,2024-11-14
FIN_005516,FID005516,PGM00218,PROV2453,FUND_5516,REG15,2024-01-20,3611519.09,2369675.6,65.61,490256.55,251002.47,1241843.49,75.64,36,Rejected,2025-04-26,Y,2024-01,Robert Townsend,2025-11-19 15:54:46.120465,2024-01-20,2024-02-17
FIN_005517,FID005517,PGM00311,PROV7649,FUND_5517,REG20,2024-03-21,4375001.85,3703144.22,84.64,1053667.31,105610.01,671857.63,72.86,150,Approved,2024-10-25,N,2024-03,Angel Koch,2025-11-19 15:54:46.120465,2024-03-21,2024-09-05
FIN_005518,FID005518,PGM00109,PROV6638,FUND_5518,REG48,2024-06-16,3807290.5,3578616.52,93.99,1028828.89,288423.46,228673.98,70.22,96,Pending,2025-04-25,Y,2024-06,Carol Chen,2025-11-19 15:54:46.120465,2024-06-16,2025-05-18
FIN_005519,FID005519,PGM00171,PROV2694,FUND_5519,REG67,2023-12-07,789063.16,454039.74,57.54,580228.35,26520.42,335023.42,78.26,45,Rejected,2025-02-23,N,2023-12,Christian Hunt,2025-11-19 15:54:46.120465,2023-12-07,2024-01-11
FIN_005520,FID005520,PGM00106,PROV5027,FUND_5520,REG36,2024-12-15,1401332.74,1290583.65,92.1,892200.95,73639.69,110749.09,94.0,101,Approved,2025-08-03,N,2024-12,Teresa Johnson,2025-11-19 15:54:46.120465,2024-12-15,2025-07-26
FIN_005521,FID005521,PGM00312,PROV1098,FUND_5521,REG55,2024-03-21,1322369.38,1088264.7,82.3,918409.58,97176.2,234104.68,85.25,28,Pending,2025-08-19,Y,2024-03,Brandon Nelson,2025-11-19 15:54:46.120465,2024-03-21,2024-09-06
FIN_005522,FID005522,PGM00002,PROV7301,FUND_5522,REG16,2023-11-21,3255999.81,2695023.34,82.77,733878.94,290843.6,560976.47,71.18,99,Rejected,2024-12-19,N,2023-11,Donna Miller,2025-11-19 15:54:46.120465,2023-11-21,2024-03-16
FIN_005523,FID005523,PGM00378,PROV4893,FUND_5523,REG84,2024-11-27,2672485.16,2215824.58,82.91,1785616.54,44178.41,456660.58,84.92,177,Rejected,2025-01-04,Y,2024-11,Amanda Weaver,2025-11-19 15:54:46.120465,2024-11-27,2025-09-02
FIN_005524,FID005524,PGM00223,PROV7626,FUND_5524,REG41,2024-12-03,3601249.51,2015579.09,55.97,1100629.97,121527.84,1585670.42,99.61,108,Pending,2025-05-21,N,2024-12,Kristine Mclaughlin,2025-11-19 15:54:46.120465,2024-12-03,2025-09-07
FIN_005525,FID005525,PGM00477,PROV3791,FUND_5525,REG60,2025-01-21,3196673.5,1676302.64,52.44,1640471.01,156313.13,1520370.86,76.13,40,Pending,2025-09-11,Y,2025-01,Michael Werner,2025-11-19 15:54:46.128468,2025-01-21,2025-07-02
FIN_005526,FID005526,PGM00090,PROV5754,FUND_5526,REG33,2024-10-04,669134.26,496202.61,74.16,435341.55,51112.35,172931.65,81.38,23,Rejected,2025-07-29,N,2024-10,Eric Romero MD,2025-11-19 15:54:46.128567,2024-10-04,2025-01-05
FIN_005527,FID005527,PGM00413,PROV3433,FUND_5527,REG36,2024-04-18,4495841.25,2329045.01,51.8,1245499.47,63616.43,2166796.24,70.26,154,Approved,2025-06-07,Y,2024-04,Justin Salinas,2025-11-19 15:54:46.128567,2024-04-18,2024-05-23
FIN_005528,FID005528,PGM00392,PROV4164,FUND_5528,REG84,2025-08-17,1604253.92,1424647.52,88.8,1138118.87,126928.8,179606.4,99.83,34,Approved,2025-09-22,Y,2025-08,Kevin Roth,2025-11-19 15:54:46.128567,2025-08-17,2025-09-17
FIN_005529,FID005529,PGM00251,PROV5611,FUND_5529,REG95,2024-04-09,1027161.94,1011421.07,98.47,228582.66,45222.58,15740.87,83.21,83,Pending,2025-10-07,Y,2024-04,Debbie Savage,2025-11-19 15:54:46.128567,2024-04-09,2024-08-26
FIN_005530,FID005530,PGM00217,PROV2381,FUND_5530,REG73,2024-01-21,2195241.12,1188250.69,54.13,1532934.98,158826.23,1006990.43,92.91,120,Rejected,2024-03-03,N,2024-01,Diana Ho,2025-11-19 15:54:46.128567,2024-01-21,2024-08-16
FIN_005531,FID005531,PGM00125,PROV9874,FUND_5531,REG29,2025-01-08,2046300.96,1037221.37,50.69,962275.3,185345.94,1009079.59,97.39,1,Approved,2025-03-03,N,2025-01,William King,2025-11-19 15:54:46.128567,2025-01-08,2025-07-02
FIN_005532,FID005532,PGM00228,PROV8330,FUND_5532,REG12,2025-03-27,3114276.25,2834909.31,91.03,469311.42,311104.63,279366.94,83.13,45,Pending,2025-05-12,Y,2025-03,Margaret Lambert,2025-11-19 15:54:46.128567,2025-03-27,2026-01-05
FIN_005533,FID005533,PGM00081,PROV7260,FUND_5533,REG63,2024-11-14,542399.32,278768.79,51.4,225550.53,14850.89,263630.53,89.93,14,Approved,2025-07-24,N,2024-11,Chad Lewis,2025-11-19 15:54:46.128567,2024-11-14,2025-07-25
FIN_005534,FID005534,PGM00278,PROV6815,FUND_5534,REG14,2024-12-05,2224440.39,1851359.1,83.23,988576.77,33367.81,373081.29,72.17,113,Pending,2024-12-29,Y,2024-12,Jeffery Velazquez,2025-11-19 15:54:46.128567,2024-12-05,2024-12-19
FIN_005535,FID005535,PGM00478,PROV5277,FUND_5535,REG82,2024-04-15,933602.39,764887.8,81.93,466762.24,84863.11,168714.59,80.18,170,Pending,2025-08-18,Y,2024-04,Daniel Vazquez,2025-11-19 15:54:46.128567,2024-04-15,2024-06-20
FIN_005536,FID005536,PGM00137,PROV3238,FUND_5536,REG17,2025-06-11,1981737.58,1343308.67,67.78,1514316.26,24864.49,638428.91,94.35,82,Approved,2025-06-12,Y,2025-06,Candace Coleman,2025-11-19 15:54:46.128567,2025-06-11,2025-10-08
FIN_005537,FID005537,PGM00313,PROV8576,FUND_5537,REG11,2025-01-23,860170.82,843476.48,98.06,337592.07,81897.29,16694.34,73.68,150,Rejected,2025-09-16,N,2025-01,Sandra Bennett,2025-11-19 15:54:46.128567,2025-01-23,2025-10-29
FIN_005538,FID005538,PGM00036,PROV6880,FUND_5538,REG99,2024-06-15,1097441.14,841350.22,76.66,243175.71,77469.61,256090.92,83.74,28,Pending,2024-09-26,Y,2024-06,Sandra Knight,2025-11-19 15:54:46.130570,2024-06-15,2024-09-06
FIN_005539,FID005539,PGM00316,PROV7200,FUND_5539,REG36,2024-05-31,192448.19,146641.08,76.2,40133.74,11797.74,45807.11,83.11,92,Pending,2024-11-27,Y,2024-05,Chase Miller,2025-11-19 15:54:46.130668,2024-05-31,2025-01-19
