campaign_id,event_id,campaign_name,channel,budget,start_date,end_date,success_rate,budget_amount,expenditure_amount,utilization_percent,grant_amount,donations_received,fund_balance,reimbursement_claims,claim_status,payment_date,audit_flag,reporting_period,financial_manager,data_load_timestamp
CMP_000658,EVT_001134,Progressive demand-driven hub,Radio,188472.68,2017-08-06,2026-09-09,56.59,1362736.48,2490130.1,81.6,1715975.52,351461.11,358088.41,32,Pending,2025-10-02,Y,FY2020-Q1,Phillip Mclaughlin,2025-11-14 15:16:57.948035
CMP_000659,EVT_001519,Triple-buffered real-time alliance,Social,444733.71,2020-01-21,2026-06-13,99.35,3097754.98,3853544.38,31.44,1525807.31,225203.56,40509.66,24,Pending,2025-03-14,Y,FY2025-Q4,Misty Allen,2025-11-14 15:16:57.948035
CMP_000660,EVT_001697,Enhanced non-volatile analyzer,Social,329220.55,2017-02-16,2026-10-03,80.06,3935077.42,2188333.64,73.68,1024279.6,207017.13,242201.57,8,Pending,2015-12-17,N,FY2021-Q4,Joshua Griffith,2025-11-14 15:16:57.948035
CMP_000661,EVT_001010,Profound attitude-oriented attitude,TV,41588.66,2023-12-08,2026-04-05,48.41,489545.83,834200.85,16.84,740673.29,56718.21,274300.46,22,Rejected,2025-01-08,Y,FY2025-Q3,Cheryl Saunders,2025-11-14 15:16:57.948035
CMP_000662,EVT_000409,Sharable clear-thinking process improvement,TV,188052.07,2020-10-17,2026-03-05,44.06,421740.53,2148493.75,32.65,1496289.17,95836.36,5212.08,25,Rejected,2017-10-18,N,FY2024-Q2,Krista Schmidt,2025-11-14 15:16:57.948035
CMP_000663,EVT_001561,Advanced actuating installation,TV,25761.69,2017-09-03,2026-04-28,4.84,4384464.24,65427.61,168.07,1243399.6,348679.64,226.27,8,Rejected,2024-09-09,N,FY2024-Q2,Jason King,2025-11-14 15:16:57.948035
CMP_000664,EVT_000923,Re-engineered local utilization,SMS,382735.08,2024-12-13,2026-10-18,11.82,1914585.94,3010290.15,34.01,1652260.59,361664.67,-81872.27,28,Approved,2017-07-24,N,FY2022-Q4,Mary Ray,2025-11-14 15:16:57.948035
CMP_000665,EVT_000932,Decentralized neutral info-mediaries,SMS,126529.0,2020-04-06,2025-12-20,10.4,3623575.05,3278454.94,4.03,731301.52,196910.1,452553.91,1,Approved,2022-08-28,N,FY2021-Q4,Jason Wright,2025-11-14 15:16:57.948035
CMP_000666,EVT_000684,De-engineered non-volatile data-warehouse,Email,371144.14,2016-11-23,2026-01-20,24.02,188858.92,2048863.21,149.06,264594.69,228852.35,36466.58,26,Approved,2017-08-14,Y,FY2025-Q1,Marc Holloway,2025-11-14 15:16:57.948035
CMP_000667,EVT_001713,Ameliorated clear-thinking collaboration,Email,32918.79,2025-01-21,2026-08-05,55.41,4434360.27,3635121.02,4.98,1536480.0,259111.25,134432.85,48,Approved,2016-05-12,Y,FY2020-Q2,William Pace,2025-11-14 15:16:57.948035
CMP_000668,EVT_001940,Reverse-engineered analyzing strategy,Social,342710.57,2016-08-28,2026-02-12,47.43,2250868.82,3030502.37,149.94,1805750.54,265466.63,493388.49,17,Pending,2020-11-04,Y,FY2020-Q1,Jason Farmer,2025-11-14 15:16:57.948035
CMP_000669,EVT_001801,Focused system-worthy matrices,Social,488880.07,2018-09-14,2026-10-20,33.0,2345546.2,302256.6,49.59,1153470.12,423834.85,316079.17,12,Approved,2022-03-07,Y,FY2025-Q2,Mrs. Marie Horne,2025-11-14 15:16:57.948035
CMP_000670,EVT_001989,Mandatory transitional portal,SMS,458905.43,2021-01-06,2026-09-17,64.78,1559953.0,3552014.81,178.12,179713.72,259850.66,495779.67,30,Rejected,2024-06-18,N,FY2025-Q2,Frank Collins,2025-11-14 15:16:57.948035
CMP_000671,EVT_000568,Horizontal 4thgeneration leverage,TV,163536.4,2021-04-25,2026-01-16,28.14,1734917.76,750590.95,95.9,1836516.6,157838.07,480986.57,10,Approved,2017-05-26,N,FY2021-Q3,Patricia Moreno,2025-11-14 15:16:57.948035
CMP_000672,EVT_000253,Profit-focused coherent focus group,TV,382091.94,2025-06-12,2026-08-18,0.76,792338.02,1314815.29,95.31,1469620.09,99495.55,298385.78,48,Approved,2020-02-04,N,FY2022-Q1,Tonya Jones,2025-11-14 15:16:57.948035
CMP_000673,EVT_000893,Ameliorated solution-oriented support,SMS,445482.82,2019-01-27,2026-01-15,1.83,3819240.06,969801.69,160.32,967897.07,211828.94,132744.89,23,Pending,2023-10-24,Y,FY2022-Q1,Cassandra Perez,2025-11-14 15:16:57.948035
CMP_000674,EVT_000960,Reverse-engineered client-server initiative,TV,309411.03,2021-12-21,2026-05-24,56.56,1097214.05,3883244.55,195.6,474483.44,487471.29,-92415.66,10,Approved,2017-12-17,Y,FY2023-Q4,Sarah Brown,2025-11-14 15:16:57.948035
CMP_000675,EVT_001239,Distributed object-oriented functionalities,Radio,292365.54,2018-05-02,2026-02-06,59.34,414591.62,212687.3,122.96,1158718.85,448121.53,-43427.46,40,Approved,2020-02-18,N,FY2025-Q2,Cole Riley,2025-11-14 15:16:57.948035
CMP_000676,EVT_001127,Customizable multi-state capacity,Email,475564.93,2022-07-03,2026-10-22,62.0,3341456.41,192422.82,115.06,714795.31,307299.32,-20663.58,27,Rejected,2021-02-24,N,FY2025-Q3,Alexander House,2025-11-14 15:16:57.948035
CMP_000677,EVT_001778,Monitored didactic capacity,Email,36622.91,2023-07-07,2025-12-05,65.2,4865906.88,181411.25,96.85,460984.13,286415.71,459043.36,21,Rejected,2016-09-07,Y,FY2021-Q3,Jake Watson,2025-11-14 15:16:57.948035
CMP_000678,EVT_000119,Open-source multimedia encryption,Social,269246.93,2022-07-20,2025-12-17,62.3,4020882.96,3298153.75,119.25,526626.54,121902.19,190683.64,36,Pending,2016-03-19,Y,FY2025-Q4,Ashley Jordan,2025-11-14 15:16:57.948035
CMP_000679,EVT_000451,Devolved analyzing leverage,Email,9683.05,2022-02-01,2026-11-10,3.14,998983.44,1440222.79,18.79,1074999.99,33110.72,383275.03,0,Rejected,2017-03-11,N,FY2021-Q3,Kathleen Howell,2025-11-14 15:16:57.948035
CMP_000680,EVT_000825,Customizable high-level standardization,SMS,362455.95,2018-10-07,2026-05-01,92.6,570448.56,765735.67,105.77,1425475.27,320878.48,140737.6,41,Rejected,2025-07-10,N,FY2020-Q2,Michele Rowe,2025-11-14 15:16:57.948035
CMP_000681,EVT_001760,Public-key attitude-oriented open system,Email,196540.73,2018-03-27,2026-10-15,92.06,686355.71,3198160.07,16.87,103034.31,211995.93,-96288.07,47,Pending,2017-10-18,N,FY2023-Q2,Tyler Hendrix MD,2025-11-14 15:16:57.948035
CMP_000682,EVT_000639,Focused fresh-thinking strategy,TV,392241.65,2017-01-18,2026-04-13,25.81,2961972.73,2856099.5,77.24,1491580.34,65400.85,170336.79,38,Approved,2023-07-26,N,FY2023-Q4,Charles Robinson,2025-11-14 15:16:57.948035
CMP_000683,EVT_000239,Self-enabling homogeneous capability,Social,234791.4,2020-07-30,2026-02-13,83.5,3594680.07,3489778.47,6.73,1899769.17,201196.05,22028.36,31,Approved,2025-11-13,N,FY2023-Q4,Paul Davis,2025-11-14 15:16:57.948035
CMP_000684,EVT_000644,Stand-alone systematic capacity,Social,267534.69,2017-08-08,2026-09-16,84.18,3859718.52,787826.49,161.01,73520.48,8847.26,377625.02,16,Approved,2022-12-17,N,FY2023-Q4,Sara Curtis,2025-11-14 15:16:57.948035
CMP_000685,EVT_001504,Ergonomic bandwidth-monitored paradigm,Email,455181.19,2019-05-31,2026-07-18,35.35,3389246.28,2641193.58,11.67,1645817.28,454386.62,-60715.9,14,Approved,2016-07-21,Y,FY2022-Q4,Emily Garza,2025-11-14 15:16:57.948035
CMP_000686,EVT_001865,Optional global framework,Email,206933.22,2019-07-13,2026-06-25,87.33,2085527.12,3638592.89,106.05,500870.75,23313.69,-48987.47,18,Approved,2023-06-26,N,FY2023-Q4,Paul Lawrence,2025-11-14 15:16:57.948035
CMP_000687,EVT_001358,Phased 5thgeneration throughput,Email,103226.25,2015-12-17,2026-08-06,43.25,2595252.17,3032595.81,84.2,1092056.99,103081.05,-50097.31,20,Pending,2018-02-10,N,FY2025-Q3,Jeffrey Bullock,2025-11-14 15:16:57.948035
CMP_000688,EVT_000353,Optimized holistic challenge,SMS,89272.82,2024-05-18,2026-10-30,80.4,987452.71,2608726.02,169.66,502976.21,116796.29,96315.44,16,Approved,2020-11-17,N,FY2021-Q4,John Richards,2025-11-14 15:16:57.948035
CMP_000689,EVT_001664,Synergized 3rdgeneration matrix,Email,48257.8,2015-11-29,2026-08-30,32.03,976637.16,2879227.6,156.85,1496322.77,264184.18,450256.27,9,Rejected,2017-06-23,Y,FY2022-Q3,Reginald Allen,2025-11-14 15:16:57.948035
CMP_000690,EVT_001133,Implemented neutral installation,TV,389691.78,2022-05-15,2026-05-12,49.19,4268306.07,1527402.13,155.26,1659629.09,279826.39,-36379.86,9,Rejected,2022-12-09,N,FY2022-Q3,Sarah Smith,2025-11-14 15:16:57.948035
CMP_000691,EVT_001783,Exclusive maximized open architecture,TV,399342.39,2019-06-04,2026-03-05,28.35,881599.13,259601.36,11.64,653677.74,193276.94,437149.58,27,Rejected,2023-12-21,N,FY2022-Q3,Kyle Jones,2025-11-14 15:16:57.948035
CMP_000692,EVT_000110,Phased actuating artificial intelligence,Radio,492809.47,2019-11-06,2026-05-15,83.29,3077257.11,3477802.78,115.81,1604610.71,23902.98,56727.69,40,Pending,2020-03-01,N,FY2020-Q1,Erika Wilson,2025-11-14 15:16:57.948035
CMP_000693,EVT_001976,Persistent bifurcated software,TV,217283.15,2025-04-26,2026-02-22,13.05,1500632.26,3303749.76,109.4,1088519.18,251560.01,223365.9,16,Pending,2020-05-06,Y,FY2022-Q2,Kristin Thomas,2025-11-14 15:16:57.948035
CMP_000694,EVT_000058,Networked multi-state portal,SMS,51239.37,2020-07-17,2026-08-03,83.2,3945193.26,1168410.76,158.05,326044.76,341384.79,103469.02,23,Pending,2020-11-03,Y,FY2020-Q2,Melissa Douglas,2025-11-14 15:16:57.948035
CMP_000695,EVT_001569,Phased clear-thinking project,Email,329458.34,2022-08-03,2026-05-08,21.12,3233071.65,2911186.94,168.72,581648.34,373113.03,230755.43,43,Rejected,2021-07-29,Y,FY2021-Q2,Philip Smith,2025-11-14 15:16:57.948035
CMP_000696,EVT_001179,Face-to-face optimizing project,Radio,471384.07,2024-09-06,2026-05-13,45.96,859209.23,3628768.54,33.34,1605490.67,443821.98,216732.57,9,Pending,2025-09-05,N,FY2023-Q2,Terri Charles,2025-11-14 15:16:57.948035
CMP_000697,EVT_001560,Inverse coherent synergy,Email,344002.81,2021-09-12,2026-01-15,9.17,3466024.08,3706512.43,10.0,1375657.3,338507.64,113159.37,44,Pending,2017-03-19,Y,FY2022-Q2,Edward Parker,2025-11-14 15:16:57.948035
CMP_000698,EVT_001425,Extended 3rdgeneration hub,Social,492163.75,2025-03-12,2026-01-06,86.31,4023306.16,2388491.6,56.78,1296990.23,462850.69,-15150.58,37,Approved,2024-08-11,Y,FY2024-Q2,Tamara Macias,2025-11-14 15:16:57.948035
CMP_000699,EVT_001939,Object-based homogeneous extranet,TV,232990.0,2023-03-10,2026-08-28,96.72,2863604.58,2013827.6,82.43,1698997.67,5525.79,231461.6,32,Approved,2024-07-05,N,FY2023-Q3,Micheal Choi,2025-11-14 15:16:57.948035
CMP_000700,EVT_000481,Fully-configurable bifurcated Graphical User Interface,SMS,65080.89,2020-05-31,2026-10-18,73.43,1288553.37,1800909.02,115.39,1258035.74,385343.61,152201.1,39,Rejected,2018-03-10,Y,FY2020-Q1,Pamela Conway,2025-11-14 15:16:57.948035
CMP_000701,EVT_000655,Stand-alone grid-enabled system engine,Radio,179210.04,2015-11-24,2026-03-28,36.79,3839473.77,2544678.41,66.46,1367620.65,94369.68,30802.61,16,Approved,2018-04-09,N,FY2023-Q2,Brian Smith,2025-11-14 15:16:57.948035
CMP_000702,EVT_001168,Grass-roots 24/7 throughput,Email,104668.02,2020-11-11,2026-02-16,80.98,2075026.19,876854.05,110.08,736776.8,317718.1,158439.2,3,Approved,2022-07-21,Y,FY2025-Q4,Antonio Montoya,2025-11-14 15:16:57.948035
CMP_000703,EVT_001292,Cross-group secondary projection,Radio,196171.06,2021-10-16,2026-10-08,30.98,1721530.99,121521.14,84.92,1589952.62,467614.76,426362.54,3,Approved,2025-01-05,N,FY2024-Q4,Michael Valdez,2025-11-14 15:16:57.948035
CMP_000704,EVT_001670,Secured multi-state implementation,Social,324560.69,2018-12-26,2026-09-03,27.97,1047531.22,2492754.05,16.41,437286.95,118470.45,455787.44,30,Approved,2017-05-24,Y,FY2021-Q1,Sarah Mann,2025-11-14 15:16:57.948035
CMP_000705,EVT_000503,Networked 24/7 model,Email,499067.87,2020-04-27,2026-04-15,64.77,3793847.87,58935.7,21.78,983004.09,71461.83,-91583.12,43,Pending,2025-04-26,Y,FY2022-Q4,Victor Baldwin,2025-11-14 15:16:57.948035
CMP_000706,EVT_000216,Programmable interactive approach,Radio,356139.28,2017-07-10,2026-04-26,21.34,2149146.11,1625548.31,144.1,1434162.54,91494.28,129822.73,41,Rejected,2018-02-17,N,FY2023-Q4,Todd Garcia,2025-11-14 15:16:57.948035
CMP_000707,EVT_000227,Reactive tangible complexity,Email,310954.21,2016-03-30,2025-11-27,39.42,2976995.24,1550966.38,105.61,346486.24,308706.73,43726.65,24,Rejected,2017-02-23,Y,FY2021-Q1,Renee Haas,2025-11-14 15:16:57.948035
CMP_000708,EVT_000766,Multi-layered web-enabled interface,SMS,456923.87,2022-06-12,2026-02-11,41.91,2809835.24,3617148.04,148.66,1349558.6,492415.67,390484.73,35,Approved,2023-03-31,N,FY2022-Q3,Spencer Hill,2025-11-14 15:16:57.948035
CMP_000709,EVT_000504,Open-source secondary data-warehouse,TV,31390.95,2016-11-26,2026-03-18,11.21,3828970.66,2519040.41,65.29,591991.51,190365.8,273348.37,2,Pending,2016-09-21,Y,FY2021-Q4,Jessica Yang,2025-11-14 15:16:57.948035
CMP_000710,EVT_001996,Team-oriented exuding database,TV,16968.31,2020-12-24,2026-03-23,17.73,4420910.29,3545318.18,182.62,1739190.04,376340.31,69878.97,8,Approved,2021-04-28,Y,FY2023-Q3,Jennifer Harris,2025-11-14 15:16:57.948035
CMP_000711,EVT_000584,Balanced contextually-based open architecture,TV,236480.93,2020-11-08,2026-04-19,46.86,2591530.99,3541882.49,0.85,1717587.66,427254.69,496167.82,13,Approved,2022-04-13,Y,FY2020-Q2,Brian Collins,2025-11-14 15:16:57.948035
CMP_000712,EVT_001626,Organic full-range solution,Social,140966.01,2024-05-08,2026-07-16,55.07,35842.24,1264025.54,45.67,1466935.53,415319.58,173695.29,11,Approved,2018-09-03,Y,FY2024-Q1,Carol Hutchinson,2025-11-14 15:16:57.948035
CMP_000713,EVT_000783,Multi-channeled intangible orchestration,Email,343741.87,2016-04-12,2026-09-20,19.18,726984.74,2498640.31,83.23,1584694.39,126413.95,317379.2,29,Rejected,2016-11-11,Y,FY2024-Q1,John Rodriguez,2025-11-14 15:16:57.948035
CMP_000714,EVT_001483,Organic next generation attitude,Email,348571.81,2015-12-28,2026-09-29,3.69,83971.93,113809.06,56.95,330233.45,427639.16,-29349.02,43,Approved,2023-08-15,N,FY2022-Q4,James Roberts,2025-11-14 15:16:57.948035
CMP_000715,EVT_000440,Fundamental discrete secured line,SMS,423459.15,2016-02-28,2026-05-16,75.98,2665086.52,3949260.45,153.58,1935446.47,257696.05,490793.74,34,Rejected,2018-06-26,Y,FY2024-Q2,James Oconnell,2025-11-14 15:16:57.948035
CMP_000716,EVT_000090,Face-to-face zero tolerance benchmark,TV,339982.64,2019-08-21,2026-04-03,45.69,2871486.03,3151743.29,109.46,1311694.55,325991.3,299373.53,50,Pending,2022-01-26,Y,FY2020-Q3,Mark Johnson,2025-11-14 15:16:57.948035
CMP_000717,EVT_001500,Synergistic even-keeled time-frame,Social,319935.33,2023-10-04,2026-02-26,14.27,1874695.9,1895328.54,121.75,1752999.99,340120.42,404786.38,0,Pending,2022-04-03,N,FY2020-Q2,Randy Lopez,2025-11-14 15:16:57.948035
CMP_000718,EVT_000722,Visionary grid-enabled circuit,Email,157091.08,2022-01-30,2026-07-17,20.38,2362036.55,2471654.4,87.67,943375.9,410322.48,-39089.79,27,Pending,2024-12-16,Y,FY2020-Q2,Rachel Salazar,2025-11-14 15:16:57.948035
CMP_000719,EVT_000843,Ergonomic maximized toolset,TV,172108.93,2023-12-01,2026-04-11,63.0,3375282.68,57844.79,3.63,49606.54,238836.31,463522.0,20,Approved,2025-08-03,N,FY2020-Q4,Stephanie Medina,2025-11-14 15:16:57.948035
CMP_000720,EVT_001854,Horizontal dedicated toolset,SMS,50726.64,2024-03-10,2026-03-06,53.21,816344.94,2187731.03,99.69,1761902.02,303117.07,344419.06,2,Pending,2024-05-11,Y,FY2022-Q4,Hannah Rivera,2025-11-14 15:16:57.948035
CMP_000721,EVT_000011,Organized actuating array,SMS,484230.98,2022-12-26,2026-07-17,23.69,4815648.14,1618396.02,193.49,136149.27,256795.43,348818.7,45,Rejected,2017-07-29,N,FY2024-Q2,Dr. Eric Scott,2025-11-14 15:16:57.948035
CMP_000722,EVT_001898,Horizontal systematic framework,TV,329916.02,2019-02-26,2025-12-07,25.07,4364434.06,1936267.87,183.0,1940734.98,243868.33,57211.23,10,Rejected,2025-07-22,Y,FY2022-Q3,Melissa Wilson,2025-11-14 15:16:57.948035
CMP_000723,EVT_001118,Robust dedicated infrastructure,Email,83632.43,2018-02-21,2026-04-04,45.19,13187.12,3604894.42,54.35,1929391.51,454318.46,-60006.05,48,Pending,2019-11-11,N,FY2023-Q2,Richard Davis,2025-11-14 15:16:57.948035
CMP_000724,EVT_001012,Down-sized object-oriented matrix,SMS,417818.26,2023-08-24,2026-06-16,24.24,4399818.49,1203494.16,144.79,76164.62,383616.21,-85152.7,40,Pending,2017-06-03,N,FY2024-Q4,Michael Cooper,2025-11-14 15:16:57.948035
CMP_000725,EVT_001041,Decentralized foreground encryption,SMS,424133.16,2015-12-21,2026-06-12,12.22,1314617.27,3161521.64,118.96,267940.97,424552.62,132460.37,27,Rejected,2016-01-04,N,FY2022-Q2,Stacey Carlson,2025-11-14 15:16:57.948035
CMP_000726,EVT_001903,Object-based encompassing time-frame,Email,271724.22,2018-01-12,2026-02-07,17.16,1787857.84,753644.23,52.32,34972.62,205208.26,78350.6,2,Pending,2023-11-21,N,FY2024-Q3,Regina Hanna,2025-11-14 15:16:57.948035
CMP_000727,EVT_000509,Monitored web-enabled customer loyalty,Radio,141882.61,2018-12-03,2026-04-08,99.89,4737061.58,2705660.35,33.41,1336375.8,24970.59,-43265.73,20,Approved,2019-08-16,Y,FY2021-Q1,Lacey Parks,2025-11-14 15:16:57.948035
CMP_000728,EVT_001188,Function-based cohesive open system,Email,321315.04,2020-04-21,2026-02-01,75.36,272628.37,721857.21,144.85,1217630.76,239314.95,219976.46,46,Rejected,2017-10-13,N,FY2020-Q4,Keith Weaver,2025-11-14 15:16:57.948035
CMP_000729,EVT_001513,Polarized non-volatile flexibility,Radio,376661.34,2022-05-25,2026-09-14,38.6,3186488.24,1294916.84,72.56,1434051.17,440712.58,228723.0,25,Pending,2021-11-13,N,FY2021-Q2,Monica Johnson MD,2025-11-14 15:16:57.948035
CMP_000730,EVT_000739,Balanced non-volatile alliance,Social,323759.71,2019-10-31,2026-06-09,25.53,3299971.41,2160266.49,165.71,1387221.68,486220.91,-68809.04,2,Pending,2021-02-15,N,FY2020-Q4,Vanessa Ponce,2025-11-14 15:16:57.948035
CMP_000731,EVT_000032,Object-based high-level challenge,SMS,468772.7,2020-05-22,2026-07-01,93.03,1928113.61,2707972.13,198.03,1393169.34,425602.29,-89077.4,19,Rejected,2021-09-13,Y,FY2024-Q4,Elizabeth Harrison,2025-11-14 15:16:57.948035
CMP_000732,EVT_001798,Secured local policy,TV,153351.38,2019-04-26,2025-12-06,13.13,4118864.72,3799720.91,185.22,247047.93,327098.26,214762.36,9,Approved,2019-06-19,N,FY2022-Q1,Wendy Williams,2025-11-14 15:16:57.948035
CMP_000733,EVT_001947,Secured bi-directional protocol,Email,16096.59,2017-10-23,2026-06-18,46.4,4828971.38,829073.68,156.9,1813787.84,474355.07,424528.64,29,Approved,2019-08-16,N,FY2025-Q1,Michelle Moyer,2025-11-14 15:16:57.948035
CMP_000734,EVT_000323,Visionary exuding encoding,Radio,277124.05,2019-03-13,2026-10-09,38.22,1767929.46,1942722.33,142.31,23852.66,347373.0,250935.54,10,Pending,2017-07-19,N,FY2023-Q4,Adam Tate,2025-11-14 15:16:57.948035
CMP_000735,EVT_001912,Proactive uniform access,Email,85315.18,2023-08-24,2026-05-20,62.05,2402992.35,2447261.73,183.95,160918.75,105227.77,477839.67,19,Rejected,2021-03-22,N,FY2023-Q1,James Murphy,2025-11-14 15:16:57.948035
CMP_000736,EVT_001657,Quality-focused eco-centric database,TV,82093.71,2019-05-12,2026-10-24,64.09,1169665.46,1319939.76,73.45,1607552.54,475360.96,18309.11,11,Rejected,2022-10-14,N,FY2021-Q1,Angela Rhodes,2025-11-14 15:16:57.948035
CMP_000737,EVT_000192,Vision-oriented didactic budgetary management,SMS,353882.78,2023-07-01,2026-06-26,83.91,1852744.82,567424.19,74.68,1966644.11,164883.89,248707.2,7,Approved,2017-07-14,N,FY2025-Q3,Michelle Payne,2025-11-14 15:16:57.948035
CMP_000738,EVT_000915,Stand-alone transitional info-mediaries,TV,1501.98,2017-05-27,2026-02-24,50.21,657841.99,1615337.66,58.88,1753556.12,448629.88,295042.42,12,Rejected,2017-11-05,N,FY2021-Q4,Marie Thomas,2025-11-14 15:16:57.948035
CMP_000739,EVT_001378,Business-focused user-facing conglomeration,Radio,208747.58,2025-09-23,2026-08-16,78.56,2018005.59,3681913.6,55.13,402361.5,280542.5,34587.69,30,Approved,2024-11-29,N,FY2025-Q2,David Brown,2025-11-14 15:16:57.948035
CMP_000740,EVT_001961,Multi-tiered 3rdgeneration firmware,TV,361865.53,2018-03-12,2026-02-03,98.85,903957.28,1704877.0,88.81,1469230.01,482770.06,78202.8,19,Rejected,2021-04-09,Y,FY2022-Q2,Ashley Brock,2025-11-14 15:16:57.948035
CMP_000741,EVT_001598,Multi-channeled encompassing project,Email,2584.84,2023-04-03,2026-11-07,25.85,3288823.69,693153.44,117.93,699214.95,41313.12,9840.3,1,Pending,2024-11-21,N,FY2023-Q2,Jacob Wilson,2025-11-14 15:16:57.948035
CMP_000742,EVT_000802,Streamlined national groupware,Radio,212818.21,2019-07-23,2026-09-16,31.64,905386.36,82537.51,175.17,1659336.91,443560.16,319341.01,30,Pending,2025-03-13,Y,FY2023-Q3,Anthony Hernandez,2025-11-14 15:16:57.948035
CMP_000743,EVT_001632,Ameliorated multi-tasking encryption,SMS,476788.0,2020-12-15,2026-07-21,14.9,4823701.52,1081955.79,71.77,598708.03,229134.97,118346.83,37,Pending,2025-03-20,N,FY2021-Q4,Justin Hunt,2025-11-14 15:16:57.948035
CMP_000744,EVT_000169,Devolved actuating archive,Radio,426097.08,2019-12-11,2026-08-30,5.52,2890648.81,3205570.88,100.21,860524.13,398266.23,471668.69,2,Rejected,2020-05-05,N,FY2020-Q2,Hannah Ruiz,2025-11-14 15:16:57.948035
CMP_000745,EVT_001515,Persistent needs-based projection,Radio,24854.09,2022-01-13,2026-02-14,29.63,3691911.08,3263784.59,155.47,1241486.86,435949.44,408726.66,7,Rejected,2019-05-06,Y,FY2021-Q3,Sarah Parker,2025-11-14 15:16:57.948035
CMP_000746,EVT_001982,Customizable modular paradigm,SMS,422754.2,2017-12-12,2026-10-19,81.19,916013.0,3984269.44,41.23,1962507.14,406223.38,-80087.2,25,Rejected,2019-06-10,Y,FY2023-Q3,Brian Young,2025-11-14 15:16:57.948035
CMP_000747,EVT_001424,Mandatory full-range system engine,SMS,114305.2,2019-12-18,2025-12-03,32.6,3838746.28,3758662.92,171.54,938282.2,96321.24,457598.99,20,Rejected,2023-11-09,Y,FY2024-Q4,Wesley Lopez,2025-11-14 15:16:57.948035
CMP_000748,EVT_000552,Integrated attitude-oriented methodology,Radio,4857.59,2016-12-20,2026-06-30,58.59,3602556.56,1001381.16,133.53,1139429.8,97843.24,-92099.25,4,Rejected,2021-05-28,N,FY2021-Q1,Randall Briggs,2025-11-14 15:16:57.948035
CMP_000749,EVT_001769,Seamless non-volatile task-force,Social,142094.07,2019-11-05,2026-10-21,3.91,1993601.03,1400045.78,185.43,319857.79,85800.12,433615.62,42,Pending,2020-11-13,N,FY2022-Q4,Courtney Sheppard,2025-11-14 15:16:57.948035
CMP_000750,EVT_001664,Expanded stable Internet solution,Email,320399.2,2023-02-13,2026-05-15,92.3,3605897.45,3637582.31,74.83,732220.93,391555.82,362330.59,38,Pending,2015-11-17,N,FY2020-Q2,Cynthia Perkins,2025-11-14 15:16:57.948035
CMP_000751,EVT_000758,Reverse-engineered bifurcated monitoring,TV,227051.16,2019-07-03,2026-06-18,27.11,4933534.2,2241487.66,109.63,807932.08,63349.75,59093.36,49,Approved,2018-09-10,N,FY2023-Q4,Laura Allen,2025-11-14 15:16:57.948035
CMP_000752,EVT_000140,Up-sized needs-based support,Email,31492.55,2018-07-26,2026-10-09,83.51,410085.41,3477811.09,13.96,1501927.3,234701.71,343931.9,17,Pending,2024-05-14,Y,FY2021-Q1,Sandy Fletcher,2025-11-14 15:16:57.948035
CMP_000753,EVT_000373,Down-sized 6thgeneration installation,Radio,390445.46,2017-06-12,2026-09-08,85.34,1076245.77,2184119.08,50.07,102056.88,223874.93,398732.4,25,Pending,2024-01-07,N,FY2022-Q4,Dana Davis,2025-11-14 15:16:57.948035
CMP_000754,EVT_001930,User-centric zero tolerance strategy,SMS,247702.2,2017-01-13,2026-08-26,59.09,2821910.87,3656952.59,19.76,1083741.52,284319.92,459903.98,31,Rejected,2019-05-25,Y,FY2021-Q1,Tracy Richardson,2025-11-14 15:16:57.948035
CMP_000755,EVT_000525,Ameliorated even-keeled software,Radio,470482.32,2017-06-13,2026-07-19,32.38,4488617.36,3256201.7,146.42,1857845.16,36180.76,138303.36,48,Approved,2020-10-08,N,FY2023-Q1,Victoria Jones,2025-11-14 15:16:57.948035
CMP_000756,EVT_000754,Right-sized executive analyzer,TV,418919.83,2021-08-25,2026-08-27,2.64,2747430.57,2382653.9,103.32,1641356.55,451479.51,458192.64,6,Rejected,2021-05-14,Y,FY2025-Q1,Melissa Ortiz,2025-11-14 15:16:57.948035
CMP_000757,EVT_000542,Re-contextualized incremental benchmark,Social,399410.78,2018-04-05,2026-02-28,97.49,848035.27,3092468.51,150.77,945902.36,87830.2,497935.5,44,Rejected,2017-01-22,N,FY2024-Q4,Wesley Rogers,2025-11-14 15:16:57.948035
CMP_000758,EVT_000139,Multi-tiered logistical superstructure,Radio,371933.34,2023-08-03,2026-03-05,82.69,1896509.24,2134504.52,33.52,1347783.12,469693.96,197201.64,20,Approved,2021-12-06,Y,FY2020-Q4,Suzanne Maldonado,2025-11-14 15:16:57.948035
CMP_000759,EVT_001484,Balanced eco-centric application,Social,208503.77,2017-06-29,2025-12-11,31.6,2859037.05,1470732.71,71.39,602744.93,23412.42,96931.47,38,Approved,2023-09-22,N,FY2022-Q3,Sarah Cox,2025-11-14 15:16:57.948035
CMP_000760,EVT_001821,Triple-buffered impactful conglomeration,SMS,188137.09,2019-10-19,2026-08-27,9.33,4615213.78,3780968.18,32.41,1266493.16,288949.63,165886.35,2,Rejected,2024-04-03,Y,FY2022-Q2,Kerry Hernandez,2025-11-14 15:16:57.948035
