assignment_id,employee_id,family_id,assigned_date,status,remarks,TRS_Rating_Score,TRS_Level,Assessment_Score,Mentor_Visits,Staff_Training_Count,Provider_Capacity,Capacity_Utilization_Percent,Provider_Type,Active_Children_Count,Complaints_Received,Corrective_Actions_Taken,Assessment_Status,Next_Assessment_Date,Data_Refresh_Timestamp
ASG_002423,EMP_000972,FAM_001791,2015-12-13,Escalated,Interest language exactly personal building forward.,1.69,Level 1,40.9,2,11,113,62.99,Home,22,7,0,Pending Review,2027-10-25,2025-11-14 15:16:57.533824
ASG_002424,EMP_000520,FAM_002956,2020-03-18,Escalated,Dog prove four billion both community east win.,1.97,Level 4,73.33,0,16,239,99.13,Home,293,5,4,Completed,2026-05-12,2025-11-14 15:16:57.533824
ASG_002425,EMP_000166,FAM_002068,2017-02-18,Assigned,Between party dog remember bag page rather.,2.3,Level 2,17.05,5,15,293,14.45,Home,204,19,5,Pending Review,2027-07-26,2025-11-14 15:16:57.533824
ASG_002426,EMP_000347,FAM_000824,2021-11-03,Completed,Prepare message enough these such behind hair time.,4.13,Level 4,49.69,5,19,245,28.32,Center,283,14,5,Pending Review,2027-06-11,2025-11-14 15:16:57.533824
ASG_002427,EMP_000846,FAM_002863,2017-01-04,Closed,Stuff law health or pull particular reflect above case song.,3.19,Level 2,92.72,4,12,169,104.86,Center,210,6,1,Pending Review,2026-02-08,2025-11-14 15:16:57.533824
ASG_002428,EMP_000918,FAM_002554,2019-05-15,Closed,In edge carry keep perhaps.,4.44,Level 2,52.57,6,14,249,53.61,Center,266,4,3,Scheduled,2026-06-02,2025-11-14 15:16:57.533824
ASG_002429,EMP_001214,FAM_001305,2017-09-25,Escalated,Each carry recent collection hope present by term as democratic.,2.44,Level 2,19.43,2,0,49,81.84,School,183,9,0,Completed,2027-03-02,2025-11-14 15:16:57.533824
ASG_002430,EMP_000782,FAM_002162,2020-09-16,Escalated,Green material to sign still peace.,2.93,Level 4,92.66,10,18,259,59.56,School,281,17,0,Completed,2026-08-03,2025-11-14 15:16:57.533824
ASG_002431,EMP_000951,FAM_001853,2016-09-22,Assigned,Loss family service control economy tell.,2.6,Level 1,78.19,8,20,210,58.0,Center,136,19,0,Scheduled,2027-05-13,2025-11-14 15:16:57.533824
ASG_002432,EMP_001050,FAM_002045,2018-03-23,Completed,Art know of everybody but employee.,2.17,Level 2,70.03,10,4,70,33.34,School,273,19,5,Scheduled,2025-11-17,2025-11-14 15:16:57.533824
ASG_002433,EMP_000732,FAM_000600,2016-12-26,Completed,Prepare style call already reduce serious anyone its away law movie.,3.05,Level 3,60.28,0,0,146,101.97,Center,295,6,1,Scheduled,2027-07-07,2025-11-14 15:16:57.533824
ASG_002434,EMP_000124,FAM_002446,2022-11-25,Completed,Box near read husband admit price final grow expert.,2.24,Level 4,51.16,4,14,240,11.29,School,218,17,5,Scheduled,2026-12-07,2025-11-14 15:16:57.533824
ASG_002435,EMP_000154,FAM_001256,2022-10-12,Completed,Sense offer nature practice offer growth security hear visit.,2.76,Level 3,14.18,3,19,123,97.68,Center,187,16,5,Scheduled,2026-08-26,2025-11-14 15:16:57.533824
ASG_002436,EMP_001473,FAM_000230,2020-04-13,Escalated,For safe stock after outside station.,2.15,Level 1,60.98,10,17,117,29.32,Center,8,5,5,Scheduled,2026-01-17,2025-11-14 15:16:57.533824
ASG_002437,EMP_000546,FAM_002202,2019-11-11,Escalated,Born like Congress out federal weight history.,3.55,Level 1,76.31,7,19,199,63.4,Home,221,17,2,Completed,2027-05-12,2025-11-14 15:16:57.533824
ASG_002438,EMP_001257,FAM_000576,2016-11-29,Completed,Especially key simple it chair challenge face move.,2.64,Level 1,17.17,5,20,25,53.33,School,66,7,4,Completed,2026-10-07,2025-11-14 15:16:57.533824
ASG_002439,EMP_000507,FAM_001049,2017-11-05,Escalated,Help industry serve subject pull whole expert set lead.,3.26,Level 2,31.5,7,13,76,72.31,School,280,9,2,Completed,2026-08-03,2025-11-14 15:16:57.533824
ASG_002440,EMP_000372,FAM_000777,2021-08-19,Completed,Sit policy trade strong.,3.36,Level 3,37.0,6,4,290,81.92,Home,116,7,3,Pending Review,2027-02-17,2025-11-14 15:16:57.533824
ASG_002441,EMP_001320,FAM_001324,2023-05-07,Closed,Magazine price exactly over range already control television within.,3.77,Level 4,0.19,2,15,92,97.46,Home,3,18,1,Pending Review,2027-07-04,2025-11-14 15:16:57.533824
ASG_002442,EMP_000298,FAM_000896,2017-10-06,Closed,Commercial analysis then magazine often.,1.9,Level 3,66.65,0,11,142,35.54,School,21,18,3,Completed,2025-12-06,2025-11-14 15:16:57.533824
ASG_002443,EMP_000667,FAM_001730,2020-12-07,Closed,Magazine natural political until perhaps possible catch.,1.22,Level 4,73.56,1,0,157,30.2,School,105,16,5,Pending Review,2027-03-19,2025-11-14 15:16:57.533824
ASG_002444,EMP_001208,FAM_002967,2025-04-06,Escalated,Company help lay modern young dog experience.,3.11,Level 1,48.97,4,13,184,119.9,Center,30,11,0,Pending Review,2026-10-14,2025-11-14 15:16:57.533824
ASG_002445,EMP_000471,FAM_002870,2019-10-18,Assigned,Difference management former western despite weight middle talk quickly doctor.,4.59,Level 3,93.07,8,14,181,113.16,Center,107,7,1,Scheduled,2026-01-14,2025-11-14 15:16:57.533824
ASG_002446,EMP_001392,FAM_002497,2021-06-16,Escalated,While and including more I especially grow animal.,2.03,Level 3,33.06,8,13,213,39.52,Center,95,19,0,Pending Review,2027-07-20,2025-11-14 15:16:57.533824
ASG_002447,EMP_000922,FAM_002597,2021-05-03,Escalated,Family gas successful minute because scientist enjoy.,2.26,Level 1,30.37,5,15,17,108.56,School,22,9,0,Completed,2026-09-22,2025-11-14 15:16:57.533824
ASG_002448,EMP_000113,FAM_002182,2023-04-19,Completed,Organization team contain lay executive our name camera growth.,4.98,Level 2,45.05,0,20,287,92.84,Home,134,18,3,Pending Review,2027-07-25,2025-11-14 15:16:57.533824
ASG_002449,EMP_000572,FAM_002414,2021-11-26,Escalated,Money everything television indeed poor above dream score long agreement.,1.36,Level 3,57.1,6,9,45,97.17,Center,2,10,2,Completed,2026-12-23,2025-11-14 15:16:57.533824
ASG_002450,EMP_000502,FAM_001383,2022-10-12,Completed,Firm huge thought on store.,4.46,Level 3,39.43,10,9,238,29.68,School,161,1,1,Pending Review,2026-12-13,2025-11-14 15:16:57.533824
ASG_002451,EMP_001214,FAM_000635,2023-05-12,Completed,Change manage last see least group style writer.,2.71,Level 2,16.75,5,18,38,16.19,School,77,14,3,Scheduled,2026-09-18,2025-11-14 15:16:57.533824
ASG_002452,EMP_000856,FAM_002535,2024-08-07,Escalated,Action technology behavior artist.,1.81,Level 4,39.93,9,1,248,69.64,Center,236,20,0,Scheduled,2026-02-12,2025-11-14 15:16:57.533824
ASG_002453,EMP_000533,FAM_000581,2024-01-02,Closed,Appear free fear best effort media image that.,4.73,Level 4,15.84,6,5,222,110.45,Center,293,1,4,Scheduled,2027-09-18,2025-11-14 15:16:57.533824
ASG_002454,EMP_001107,FAM_001861,2015-12-04,Closed,Land daughter goal many live four opportunity learn one.,2.99,Level 4,67.52,2,12,266,21.34,Home,264,15,4,Scheduled,2026-03-13,2025-11-14 15:16:57.533824
ASG_002455,EMP_001333,FAM_001674,2021-03-21,Assigned,Few against summer happen prevent lay.,4.4,Level 2,41.66,9,6,250,81.54,Home,147,6,5,Pending Review,2026-12-15,2025-11-14 15:16:57.533824
ASG_002456,EMP_000533,FAM_002658,2019-09-25,Completed,Night everybody item run skin put purpose rise exactly.,2.53,Level 2,33.58,8,13,142,86.88,School,8,17,5,Pending Review,2027-07-05,2025-11-14 15:16:57.533824
ASG_002457,EMP_000919,FAM_002916,2016-11-21,Completed,Feel whatever agent system discuss development simply rate address buy.,1.86,Level 4,83.79,1,19,296,106.58,School,121,16,0,Pending Review,2027-02-03,2025-11-14 15:16:57.533824
ASG_002458,EMP_000972,FAM_000338,2024-02-03,Closed,Section event property whole recent its general.,2.04,Level 2,12.8,10,11,106,67.07,Center,122,8,4,Completed,2027-03-30,2025-11-14 15:16:57.533824
ASG_002459,EMP_001108,FAM_001865,2022-01-10,Completed,Maybe player cultural everybody near from college little often.,4.32,Level 2,26.73,9,16,166,13.95,School,196,9,1,Completed,2027-06-02,2025-11-14 15:16:57.533824
ASG_002460,EMP_001074,FAM_001634,2019-09-03,Closed,Almost officer require into analysis night.,1.1,Level 3,54.8,10,17,299,82.39,Center,184,12,2,Scheduled,2026-02-10,2025-11-14 15:16:57.533824
ASG_002461,EMP_000408,FAM_002375,2025-09-17,Escalated,Might give development girl or consumer account plant worry.,1.32,Level 1,98.05,6,8,155,13.57,School,222,19,1,Pending Review,2027-08-10,2025-11-14 15:16:57.533824
ASG_002462,EMP_000626,FAM_001721,2023-10-16,Escalated,Education another itself determine him wide down nor stage.,2.57,Level 4,45.7,5,7,200,25.52,School,254,13,4,Scheduled,2026-07-21,2025-11-14 15:16:57.533824
ASG_002463,EMP_000832,FAM_001203,2017-05-06,Escalated,Great responsibility produce ball watch run themselves.,4.93,Level 3,62.72,2,8,86,84.55,Home,18,13,1,Pending Review,2027-02-18,2025-11-14 15:16:57.533824
ASG_002464,EMP_000614,FAM_002588,2019-11-19,Escalated,Lead receive what next address state big let board.,4.72,Level 3,93.35,5,14,277,20.72,Home,120,12,3,Scheduled,2027-08-26,2025-11-14 15:16:57.533824
ASG_002465,EMP_001424,FAM_000006,2024-05-06,Escalated,Candidate war adult feeling goal to read move.,2.42,Level 4,56.39,3,7,52,70.82,Home,116,9,0,Completed,2027-03-19,2025-11-14 15:16:57.533824
ASG_002466,EMP_000321,FAM_002724,2019-03-10,Escalated,Who weight stand owner book tend maintain serious.,3.67,Level 1,73.22,2,1,190,59.5,School,78,12,2,Completed,2026-09-07,2025-11-14 15:16:57.533824
ASG_002467,EMP_001075,FAM_002295,2020-10-20,Assigned,Price audience policy whose at become medical series.,2.7,Level 3,69.21,0,9,176,118.65,Center,133,12,3,Pending Review,2026-05-11,2025-11-14 15:16:57.533824
ASG_002468,EMP_001309,FAM_002652,2020-04-17,Closed,Dog learn style generation base draw cause.,4.33,Level 3,80.17,7,16,135,98.29,School,177,20,0,Pending Review,2027-03-28,2025-11-14 15:16:57.533824
ASG_002469,EMP_000026,FAM_000475,2018-05-24,Closed,Star impact interview alone suffer politics room my cultural front.,3.65,Level 2,47.01,0,5,194,77.75,Home,193,15,1,Completed,2025-11-28,2025-11-14 15:16:57.533824
ASG_002470,EMP_000657,FAM_000775,2024-02-13,Closed,Another enough identify actually remain wonder security.,2.65,Level 3,96.57,4,19,267,66.05,Home,17,1,2,Scheduled,2027-08-16,2025-11-14 15:16:57.533824
ASG_002471,EMP_000001,FAM_002641,2025-01-17,Closed,Least southern offer yard ready course bring such.,1.52,Level 2,10.97,10,8,119,58.15,Center,238,13,0,Completed,2027-08-08,2025-11-14 15:16:57.533824
ASG_002472,EMP_001387,FAM_002883,2025-01-04,Closed,Writer moment minute interview anything toward.,4.76,Level 1,77.82,5,2,39,76.96,Center,80,3,3,Scheduled,2027-05-04,2025-11-14 15:16:57.533824
ASG_002473,EMP_001436,FAM_001260,2019-03-24,Completed,His stand thousand what try time range.,4.17,Level 3,15.3,4,13,69,105.12,Home,187,0,4,Scheduled,2026-07-05,2025-11-14 15:16:57.533824
ASG_002474,EMP_000415,FAM_002228,2016-12-07,Completed,Huge agent feeling defense write.,3.01,Level 4,19.73,4,17,52,74.24,Home,199,12,4,Pending Review,2027-02-01,2025-11-14 15:16:57.533824
ASG_002475,EMP_001160,FAM_001635,2019-06-06,Completed,Close reality former research expert time story try around success throw.,4.13,Level 2,85.32,7,20,130,98.53,Center,249,11,3,Completed,2026-05-14,2025-11-14 15:16:57.533824
ASG_002476,EMP_000545,FAM_000209,2018-02-14,Closed,Back forget whole view soldier resource believe.,4.24,Level 4,61.62,9,14,140,67.16,Center,295,0,1,Completed,2026-04-07,2025-11-14 15:16:57.533824
ASG_002477,EMP_001347,FAM_001112,2020-09-01,Completed,Trip hundred sure probably one.,1.98,Level 1,89.52,6,15,295,82.18,Home,264,9,5,Pending Review,2027-02-01,2025-11-14 15:16:57.533824
ASG_002478,EMP_001373,FAM_002611,2016-04-04,Closed,Well thing actually enjoy above man.,3.04,Level 3,4.6,3,4,177,26.21,School,79,14,1,Pending Review,2027-04-30,2025-11-14 15:16:57.533824
ASG_002479,EMP_000539,FAM_002936,2020-02-13,Assigned,Us network attack soldier which just watch hand include.,3.7,Level 2,75.65,7,5,184,97.87,Home,51,11,5,Completed,2026-12-02,2025-11-14 15:16:57.533824
ASG_002480,EMP_001055,FAM_001844,2021-09-26,Closed,Simple size address but any road stage talk fish.,3.54,Level 1,29.4,8,1,155,19.55,Center,250,5,2,Pending Review,2025-11-26,2025-11-14 15:16:57.533824
ASG_002481,EMP_001320,FAM_001045,2023-07-29,Completed,Receive nor international interest begin history scene happen.,4.21,Level 1,94.32,7,1,145,100.61,School,260,13,2,Scheduled,2026-11-04,2025-11-14 15:16:57.533824
ASG_002482,EMP_001211,FAM_000102,2019-11-23,Assigned,Drop picture develop prove today sign writer hard.,3.14,Level 2,74.93,5,5,128,21.22,School,203,1,2,Scheduled,2027-07-22,2025-11-14 15:16:57.533824
ASG_002483,EMP_000457,FAM_000962,2024-02-01,Closed,Speech music meeting drug speech hair parent nor.,4.9,Level 3,13.62,6,8,245,43.17,Home,110,9,4,Scheduled,2026-06-21,2025-11-14 15:16:57.533824
ASG_002484,EMP_001081,FAM_000229,2018-02-19,Completed,Military coach dog her past cold believe ok suggest reveal.,2.23,Level 3,34.04,2,10,153,97.81,Home,67,11,0,Completed,2027-03-06,2025-11-14 15:16:57.533824
ASG_002485,EMP_000007,FAM_000905,2020-11-15,Escalated,Example model return trade test letter political begin kid material.,3.03,Level 3,99.74,6,6,163,28.57,Center,117,17,0,Scheduled,2026-07-15,2025-11-14 15:16:57.533824
ASG_002486,EMP_000362,FAM_000348,2015-11-30,Completed,Else seek recent arrive the help.,4.39,Level 3,93.4,6,5,88,10.51,Center,217,11,1,Pending Review,2026-01-06,2025-11-14 15:16:57.533824
ASG_002487,EMP_001186,FAM_000013,2018-03-16,Completed,Country then real follow air wide career.,2.89,Level 1,54.88,10,12,279,108.48,School,267,0,2,Scheduled,2027-09-02,2025-11-14 15:16:57.533824
ASG_002488,EMP_001096,FAM_000326,2024-08-25,Escalated,Avoid hot with enjoy despite note type white give.,4.44,Level 2,75.08,3,20,299,72.38,Center,238,2,2,Scheduled,2026-07-11,2025-11-14 15:16:57.533824
ASG_002489,EMP_000523,FAM_000974,2019-07-05,Completed,Half make role rock protect themselves room message play rate agent.,4.01,Level 4,5.95,7,18,78,99.81,School,244,2,5,Scheduled,2027-09-26,2025-11-14 15:16:57.533824
ASG_002490,EMP_001475,FAM_001143,2021-07-01,Closed,Child knowledge attention rather television carry sense.,4.83,Level 3,48.28,9,12,45,51.83,School,289,18,4,Completed,2025-12-07,2025-11-14 15:16:57.533824
ASG_002491,EMP_000911,FAM_000088,2021-03-25,Closed,My food agency anyone mission success positive article great science.,4.46,Level 1,36.87,9,10,187,41.03,Home,20,20,3,Pending Review,2026-06-13,2025-11-14 15:16:57.533824
ASG_002492,EMP_001084,FAM_002325,2016-04-20,Escalated,Drug nearly future guy.,3.14,Level 2,86.84,6,5,106,70.79,Home,134,11,4,Completed,2027-05-17,2025-11-14 15:16:57.533824
ASG_002493,EMP_001301,FAM_000546,2024-07-10,Escalated,Lot and boy action once green option end event.,1.5,Level 3,34.24,9,15,98,43.83,Center,69,10,2,Pending Review,2027-11-12,2025-11-14 15:16:57.533824
ASG_002494,EMP_000608,FAM_001152,2021-03-13,Completed,Early perform interview apply agree.,2.84,Level 4,51.83,9,16,259,37.76,Center,18,10,1,Completed,2027-11-12,2025-11-14 15:16:57.533824
ASG_002495,EMP_000284,FAM_002996,2022-12-16,Closed,Reflect development chance wish usually everything anyone.,2.54,Level 2,44.77,10,6,240,51.66,Center,108,14,1,Pending Review,2026-03-01,2025-11-14 15:16:57.533824
ASG_002496,EMP_000617,FAM_000910,2023-12-08,Closed,Head speak involve example Mrs ahead serious.,3.3,Level 3,58.04,10,5,127,109.91,Center,29,8,1,Scheduled,2026-02-17,2025-11-14 15:16:57.533824
ASG_002497,EMP_000513,FAM_002310,2022-12-02,Completed,Just must maintain close something major everything participant.,3.06,Level 1,80.82,1,13,45,46.69,Center,60,8,5,Scheduled,2027-03-30,2025-11-14 15:16:57.533824
ASG_002498,EMP_000837,FAM_000404,2025-05-04,Completed,Commercial would apply threat by name scene expert.,1.18,Level 2,3.62,3,4,219,84.45,Home,271,9,0,Completed,2026-03-29,2025-11-14 15:16:57.533824
ASG_002499,EMP_000698,FAM_000238,2016-08-25,Closed,Doctor detail join design whom politics away accept.,1.71,Level 1,89.62,7,15,102,48.06,Home,137,6,4,Scheduled,2027-08-31,2025-11-14 15:16:57.533824
ASG_002500,EMP_000684,FAM_002084,2019-12-08,Escalated,Occur in hard sister moment.,3.67,Level 1,74.69,4,3,203,37.73,School,46,11,1,Completed,2026-09-08,2025-11-14 15:16:57.533824
ASG_002501,EMP_001199,FAM_000359,2024-03-01,Assigned,Every forward knowledge good.,1.75,Level 4,32.91,3,7,140,28.49,Home,113,3,4,Completed,2026-02-14,2025-11-14 15:16:57.533824
ASG_002502,EMP_000236,FAM_002015,2021-05-25,Completed,Begin house wide food own various property quickly.,1.74,Level 3,57.57,3,17,222,82.69,Home,26,17,3,Scheduled,2027-09-08,2025-11-14 15:16:57.533824
ASG_002503,EMP_000592,FAM_000383,2016-12-17,Escalated,Someone manager friend action service trip top officer.,3.61,Level 2,83.86,0,8,98,36.17,School,114,8,2,Completed,2026-06-27,2025-11-14 15:16:57.533824
ASG_002504,EMP_000284,FAM_001975,2022-11-03,Escalated,Ten light from put next country behind floor.,1.02,Level 1,44.91,5,16,188,14.86,Center,253,15,2,Completed,2027-07-08,2025-11-14 15:16:57.533824
ASG_002505,EMP_000878,FAM_001567,2020-07-15,Assigned,Opportunity commercial but expert what.,2.11,Level 4,93.2,8,20,102,28.26,Home,89,10,1,Pending Review,2026-07-01,2025-11-14 15:16:57.533824
ASG_002506,EMP_000580,FAM_000586,2019-07-06,Escalated,True street leave blood rise.,4.55,Level 2,23.23,3,6,45,74.26,Center,137,0,5,Completed,2027-05-13,2025-11-14 15:16:57.533824
ASG_002507,EMP_000368,FAM_001242,2017-11-27,Escalated,Too space have sit sign actually church.,1.85,Level 4,44.91,2,18,138,72.2,Home,160,11,4,Completed,2026-11-20,2025-11-14 15:16:57.533824
ASG_002508,EMP_001276,FAM_000356,2019-03-27,Closed,Tv yard practice short appear write.,3.99,Level 3,50.71,0,2,61,116.56,Center,139,20,3,Pending Review,2027-11-03,2025-11-14 15:16:57.533824
ASG_002509,EMP_000631,FAM_001716,2019-12-20,Escalated,Father product difficult full might financial back surface this born.,4.79,Level 1,55.73,9,1,200,22.85,School,16,10,3,Completed,2025-12-30,2025-11-14 15:16:57.533824
ASG_002510,EMP_000150,FAM_001547,2023-04-21,Completed,Herself walk so career manager born keep year argue.,2.17,Level 1,60.99,5,15,296,71.02,Home,133,8,1,Pending Review,2026-11-25,2025-11-14 15:16:57.533824
ASG_002511,EMP_001337,FAM_002245,2025-03-12,Escalated,Ten economy which born support important.,2.65,Level 4,15.63,10,15,137,17.15,School,278,2,3,Pending Review,2027-09-30,2025-11-14 15:16:57.533824
ASG_002512,EMP_001288,FAM_000194,2016-01-02,Escalated,Professional major matter walk rule thought project series officer yourself.,4.59,Level 1,68.23,0,5,46,102.31,Center,12,13,5,Scheduled,2026-05-24,2025-11-14 15:16:57.533824
ASG_002513,EMP_001169,FAM_002572,2024-11-08,Completed,Western poor occur window threat court.,1.54,Level 2,22.2,8,13,168,68.92,Center,252,11,4,Completed,2026-07-25,2025-11-14 15:16:57.533824
ASG_002514,EMP_001417,FAM_001145,2017-12-26,Closed,Whose another direction a with return forget low.,1.87,Level 4,69.67,5,12,149,91.15,Home,288,11,4,Scheduled,2027-01-23,2025-11-14 15:16:57.533824
ASG_002515,EMP_000812,FAM_002834,2016-12-29,Escalated,Spend skill nice early pay industry dark season hear.,2.19,Level 1,88.27,8,14,101,18.1,Center,174,12,0,Pending Review,2026-12-06,2025-11-14 15:16:57.533824
ASG_002516,EMP_000450,FAM_002811,2025-03-28,Closed,Blue majority have expect seat son box girl sometimes deal.,1.63,Level 1,46.47,2,19,50,65.78,Home,49,15,2,Scheduled,2025-12-31,2025-11-14 15:16:57.533824
ASG_002517,EMP_001115,FAM_001333,2025-06-28,Assigned,Exist space way decide real.,2.34,Level 3,60.68,8,20,129,69.95,Center,22,17,2,Completed,2027-02-02,2025-11-14 15:16:57.533824
ASG_002518,EMP_000035,FAM_000747,2020-01-23,Assigned,Scene defense air summer water million.,1.99,Level 3,89.69,10,18,57,15.66,Center,85,1,0,Scheduled,2027-11-06,2025-11-14 15:16:57.533824
ASG_002519,EMP_000950,FAM_002009,2016-02-24,Completed,Those moment sometimes line mother.,4.66,Level 2,68.3,4,13,152,117.3,Home,155,9,3,Completed,2025-12-18,2025-11-14 15:16:57.533824
ASG_002520,EMP_001083,FAM_002649,2018-10-02,Escalated,Ability voice table street century of.,4.22,Level 4,39.37,0,7,150,97.82,Center,226,19,4,Pending Review,2026-05-15,2025-11-14 15:16:57.533824
ASG_002521,EMP_001347,FAM_000685,2023-04-14,Escalated,Address serve easy bring seem democratic according such.,4.9,Level 4,37.13,7,7,71,28.57,School,55,0,4,Scheduled,2027-01-21,2025-11-14 15:16:57.533824
ASG_002522,EMP_001050,FAM_000592,2022-12-10,Escalated,Theory computer seem record nor man seven.,3.87,Level 2,37.55,2,18,281,12.34,School,231,13,1,Pending Review,2026-10-29,2025-11-14 15:16:57.533824
ASG_002523,EMP_000226,FAM_000652,2021-04-23,Completed,Later minute consider whose under level most situation.,4.38,Level 3,41.68,7,20,44,114.43,Center,34,19,2,Scheduled,2027-08-27,2025-11-14 15:16:57.533824
ASG_002524,EMP_000565,FAM_000962,2017-08-27,Closed,Here main world executive role.,4.06,Level 2,10.7,9,15,297,24.92,Home,135,16,3,Scheduled,2027-04-23,2025-11-14 15:16:57.533824
ASG_002525,EMP_000232,FAM_000921,2017-04-03,Completed,Vote Mrs program focus choose week fly century.,2.32,Level 3,66.46,1,15,51,56.72,Center,191,18,0,Scheduled,2027-07-26,2025-11-14 15:16:57.533824
ASG_002526,EMP_000650,FAM_000759,2022-01-17,Assigned,Sing turn space responsibility growth.,3.12,Level 2,13.45,10,5,202,82.34,School,120,17,4,Scheduled,2027-05-17,2025-11-14 15:16:57.533824
ASG_002527,EMP_001295,FAM_001664,2024-09-15,Assigned,Candidate event weight heart government forward office rest.,4.1,Level 1,83.98,5,1,300,17.91,Home,285,17,5,Pending Review,2026-04-04,2025-11-14 15:16:57.533824
ASG_002528,EMP_001026,FAM_001043,2025-08-15,Escalated,Democrat hit good yeah.,2.86,Level 1,58.98,2,4,163,98.85,Home,278,13,1,Completed,2027-06-30,2025-11-14 15:16:57.533824
ASG_002529,EMP_000044,FAM_001695,2021-06-12,Closed,Space very American style field.,4.2,Level 3,50.81,3,2,31,102.42,Center,286,11,1,Completed,2025-12-18,2025-11-14 15:16:57.533824
ASG_002530,EMP_001240,FAM_002995,2025-05-04,Escalated,Wide total strategy similar board.,4.06,Level 2,41.2,1,17,199,111.35,School,156,7,4,Completed,2026-10-30,2025-11-14 15:16:57.533824
ASG_002531,EMP_000705,FAM_002342,2017-06-28,Escalated,Campaign according they idea day there seat shake produce before before.,3.85,Level 1,47.23,2,1,80,75.88,Center,223,7,5,Pending Review,2026-12-22,2025-11-14 15:16:57.533824
ASG_002532,EMP_000952,FAM_000386,2017-02-21,Escalated,Situation number other prepare hope language serious plant.,1.88,Level 4,22.66,1,19,108,28.62,Center,234,2,5,Scheduled,2027-02-16,2025-11-14 15:16:57.533824
ASG_002533,EMP_001400,FAM_002460,2022-08-17,Escalated,School television another drop would.,1.67,Level 1,11.57,7,10,267,48.68,School,117,11,5,Pending Review,2026-08-30,2025-11-14 15:16:57.533824
ASG_002534,EMP_000103,FAM_000777,2023-02-02,Escalated,Answer process letter resource small specific hour especially green.,2.1,Level 1,14.05,4,11,23,51.45,Home,292,6,0,Scheduled,2027-05-22,2025-11-14 15:16:57.533824
ASG_002535,EMP_001341,FAM_001585,2025-05-13,Completed,Yard wind a play gun security your guess war.,2.41,Level 4,7.38,6,7,275,31.67,Home,251,9,1,Completed,2027-03-11,2025-11-14 15:16:57.533824
ASG_002536,EMP_000283,FAM_002789,2017-10-15,Escalated,Might commercial school prevent skill mind mention.,2.41,Level 4,88.76,10,19,66,118.94,Home,222,14,0,Scheduled,2026-04-04,2025-11-14 15:16:57.533824
ASG_002537,EMP_000601,FAM_000112,2025-07-31,Escalated,Appear result television wife doctor.,1.56,Level 4,75.09,4,19,170,54.23,Center,4,2,4,Pending Review,2025-12-02,2025-11-14 15:16:57.533824
ASG_002538,EMP_000267,FAM_001606,2023-02-21,Completed,Leg west run adult if response threat whom.,2.72,Level 2,56.26,4,3,38,82.2,School,210,1,0,Completed,2026-11-26,2025-11-14 15:16:57.533824
ASG_002539,EMP_000908,FAM_000267,2017-01-15,Assigned,Wrong southern scene hot partner commercial carry happy.,3.21,Level 4,16.8,5,15,26,77.63,Center,35,15,5,Scheduled,2027-05-10,2025-11-14 15:16:57.533824
ASG_002540,EMP_000956,FAM_002411,2023-01-23,Escalated,Issue give seven low around adult.,2.18,Level 4,58.01,9,15,188,74.72,Center,241,3,3,Scheduled,2026-01-27,2025-11-14 15:16:57.533824
ASG_002541,EMP_000949,FAM_001666,2020-03-16,Assigned,Manage future type expert pick pull door recently note.,1.16,Level 1,23.21,10,20,38,23.7,Home,261,15,2,Completed,2026-12-25,2025-11-14 15:16:57.533824
ASG_002542,EMP_000768,FAM_001168,2019-07-20,Escalated,Surface wall relationship wife many direction blood enter.,2.54,Level 4,88.32,4,8,252,48.91,Home,27,13,2,Scheduled,2026-05-10,2025-11-14 15:16:57.533824
ASG_002543,EMP_001309,FAM_002273,2021-03-20,Escalated,Guess peace could shoulder bit receive road imagine window defense.,3.78,Level 1,18.66,10,13,71,80.43,School,113,5,2,Pending Review,2027-09-27,2025-11-14 15:16:57.533824
ASG_002544,EMP_000502,FAM_000194,2017-05-03,Assigned,Television product far possible news individual happy full.,2.45,Level 3,44.99,1,10,62,87.77,Center,3,7,4,Completed,2027-01-26,2025-11-14 15:16:57.533824
ASG_002545,EMP_000656,FAM_001962,2020-12-06,Completed,Course source show treat cell leave card third whether once.,4.53,Level 1,26.18,2,17,77,43.69,School,68,16,1,Pending Review,2027-01-11,2025-11-14 15:16:57.533824
ASG_002546,EMP_000241,FAM_001481,2018-08-29,Assigned,Arm court hit why body.,1.36,Level 1,30.4,6,6,92,104.28,Home,112,19,0,Pending Review,2027-11-12,2025-11-14 15:16:57.533824
ASG_002547,EMP_000186,FAM_002610,2023-07-20,Assigned,Notice environment himself how field.,3.66,Level 4,51.93,0,4,143,87.36,Home,74,18,5,Completed,2026-11-19,2025-11-14 15:16:57.533824
ASG_002548,EMP_000154,FAM_000932,2017-02-28,Completed,Sign onto current face at movie plant woman throughout nature.,4.44,Level 1,21.33,8,5,204,32.82,School,157,4,3,Pending Review,2027-03-07,2025-11-14 15:16:57.533824
ASG_002549,EMP_000449,FAM_001060,2025-08-02,Completed,Exactly direction agent exist action so physical young industry.,2.24,Level 3,17.74,4,18,153,33.24,School,27,19,2,Completed,2025-12-18,2025-11-14 15:16:57.533824
ASG_002550,EMP_000556,FAM_001273,2022-12-14,Completed,Eye bar general site peace season opportunity success through cause wonder.,4.17,Level 3,67.8,9,0,221,14.8,School,33,16,4,Completed,2027-01-18,2025-11-14 15:16:57.533824
