event_id,program_id,geo_id,event_name,event_type,event_date,participants_count,event_count,families_engaged,partners_engaged,volunteers_involved,calls_received,calls_resolved,avg_resolution_time_min,campaign_reach,campaign_type,feedback_score,satisfaction_rate,outcome_category,cost_per_event,channel_type,participation_score,attendance_count
EVT_000874,PGM_00036,GEO_0098,Customizable zero administration function,Conference,2016-02-24,398,4,134,15,52,407,439,117.25,10570,In-person,3.95,27.74,Partial,19731.04,SMS,38.99,487
EVT_000875,PGM_00425,GEO_0135,Networked dynamic support,Conference,2019-02-19,30,5,157,11,73,457,57,5.78,9621,In-person,2.03,85.74,Partial,8992.55,SMS,44.23,167
EVT_000876,PGM_00458,GEO_0105,Progressive dedicated alliance,Outreach,2024-08-20,188,2,122,19,99,93,33,16.5,13059,Phone,4.83,8.02,Success,6669.16,SMS,24.95,393
EVT_000877,PGM_00132,GEO_0165,Synchronized context-sensitive initiative,Webinar,2016-05-15,489,3,25,7,1,43,42,4.44,19043,Phone,4.4,6.65,Failed,19447.51,SMS,18.41,40
EVT_000878,PGM_00260,GEO_0188,Function-based discrete protocol,Training,2017-06-25,25,2,63,7,93,379,496,76.93,18996,Phone,4.4,89.8,Partial,15453.83,SMS,73.61,313
EVT_000879,PGM_00233,GEO_0075,Ergonomic asymmetric success,Training,2021-04-04,435,4,166,4,90,98,245,44.1,8569,SMS,1.51,99.61,Success,12018.34,In-person,34.01,391
EVT_000880,PGM_00385,GEO_0047,Multi-channeled maximized function,Conference,2023-08-17,373,1,58,9,73,443,134,67.34,16570,SMS,3.04,44.32,Success,8213.58,Phone,5.4,362
EVT_000881,PGM_00117,GEO_0122,Focused foreground secured line,Webinar,2019-04-10,81,4,27,18,97,401,302,79.73,3162,Email,3.82,10.35,Failed,659.65,Online,88.92,113
EVT_000882,PGM_00359,GEO_0045,Reactive tangible function,Webinar,2019-11-19,444,2,200,14,13,95,16,82.85,14611,Email,1.06,70.75,Failed,14562.72,Phone,52.66,327
EVT_000883,PGM_00461,GEO_0149,Persevering needs-based core,Training,2016-06-07,338,5,194,11,70,83,343,110.75,18004,SMS,1.87,22.17,Partial,2734.99,SMS,28.9,177
EVT_000884,PGM_00319,GEO_0141,Multi-layered multimedia secured line,Outreach,2019-09-14,420,4,26,20,18,334,67,87.72,19205,In-person,1.21,47.53,Partial,4607.51,Online,59.44,390
EVT_000885,PGM_00267,GEO_0160,Re-engineered background system engine,Outreach,2019-01-07,160,2,32,1,81,305,67,99.67,5567,Phone,1.16,25.68,Failed,3664.57,Online,53.32,208
EVT_000886,PGM_00382,GEO_0014,Diverse upward-trending focus group,Training,2017-11-10,384,5,67,0,82,61,212,118.39,1323,In-person,1.09,90.34,Success,13579.47,Phone,19.61,457
EVT_000887,PGM_00267,GEO_0073,Monitored web-enabled protocol,Webinar,2023-10-14,371,4,191,10,47,84,302,17.4,4482,Email,4.79,78.35,Success,626.64,Online,29.3,116
EVT_000888,PGM_00115,GEO_0059,Switchable multi-tasking groupware,Conference,2024-01-26,276,3,185,3,1,150,329,44.62,13404,In-person,4.58,95.15,Failed,17011.96,Online,31.1,374
EVT_000889,PGM_00339,GEO_0168,Synergistic optimal open system,Webinar,2020-04-29,389,2,65,5,54,170,223,17.73,14052,In-person,1.93,16.92,Partial,2159.9,SMS,35.61,371
EVT_000890,PGM_00110,GEO_0128,Phased real-time collaboration,Outreach,2025-06-06,419,2,130,7,59,54,361,22.03,3849,SMS,3.73,34.28,Failed,10332.14,Online,72.44,406
EVT_000891,PGM_00495,GEO_0101,Quality-focused analyzing success,Webinar,2018-10-23,381,2,173,8,98,179,366,106.09,9307,SMS,4.74,16.09,Success,5231.3,In-person,46.69,470
EVT_000892,PGM_00288,GEO_0132,Open-architected eco-centric groupware,Outreach,2022-09-11,437,3,192,0,87,459,193,45.46,5099,Email,3.66,34.45,Success,663.34,SMS,47.27,42
EVT_000893,PGM_00216,GEO_0038,Total eco-centric support,Outreach,2019-02-05,434,3,134,10,60,345,432,74.24,16479,Phone,1.23,71.78,Failed,4899.08,Online,29.08,149
EVT_000894,PGM_00181,GEO_0167,Vision-oriented bifurcated protocol,Outreach,2022-09-29,394,5,113,13,47,219,489,72.32,8602,SMS,4.73,96.83,Partial,940.22,SMS,46.39,293
EVT_000895,PGM_00338,GEO_0187,Reactive encompassing capability,Conference,2025-10-19,35,2,92,12,99,180,256,33.5,18588,SMS,2.39,82.25,Partial,5978.06,SMS,86.14,157
EVT_000896,PGM_00430,GEO_0123,Synergized grid-enabled archive,Webinar,2021-05-22,410,5,9,3,34,207,207,111.63,12506,In-person,2.43,32.21,Success,1389.66,Online,39.11,92
EVT_000897,PGM_00388,GEO_0079,Optimized composite application,Outreach,2020-05-08,255,3,65,20,51,481,391,67.8,677,In-person,3.02,95.11,Partial,17492.7,Online,86.79,7
EVT_000898,PGM_00490,GEO_0047,Visionary 24/7 attitude,Conference,2025-03-10,336,3,0,9,62,86,349,79.13,16415,Phone,3.81,49.25,Failed,1231.53,Phone,51.32,272
EVT_000899,PGM_00255,GEO_0101,Streamlined local forecast,Webinar,2025-02-07,406,1,17,9,75,296,319,42.51,5503,In-person,2.49,13.27,Partial,7118.87,SMS,55.92,398
EVT_000900,PGM_00306,GEO_0190,Customer-focused discrete paradigm,Conference,2017-03-06,395,1,24,4,79,464,462,84.02,19599,SMS,3.43,70.75,Failed,19490.77,Phone,61.39,479
EVT_000901,PGM_00260,GEO_0108,Front-line interactive attitude,Training,2024-11-13,339,3,34,16,85,66,168,112.93,4604,SMS,2.26,35.36,Partial,19325.98,In-person,86.76,469
EVT_000902,PGM_00406,GEO_0009,Up-sized eco-centric open architecture,Webinar,2023-04-13,444,2,30,7,10,325,410,99.16,10903,In-person,3.37,0.75,Partial,19757.56,Phone,63.15,463
EVT_000903,PGM_00016,GEO_0020,Intuitive 3rdgeneration ability,Training,2021-06-29,164,3,69,1,60,377,394,105.97,6795,SMS,1.66,7.18,Success,4079.48,SMS,6.42,341
EVT_000904,PGM_00267,GEO_0183,Future-proofed upward-trending attitude,Conference,2017-11-25,338,1,151,19,5,216,30,95.41,12686,Phone,4.78,22.64,Failed,7394.5,Phone,27.53,237
EVT_000905,PGM_00041,GEO_0058,Grass-roots modular architecture,Webinar,2019-06-19,477,2,188,7,7,70,156,92.23,11167,SMS,4.05,35.45,Failed,6375.77,In-person,41.45,313
EVT_000906,PGM_00454,GEO_0106,Synergistic zero tolerance pricing structure,Training,2025-11-02,128,4,123,14,55,223,453,117.87,19729,SMS,2.8,26.27,Success,13271.5,Phone,67.66,141
EVT_000907,PGM_00500,GEO_0125,Secured static hardware,Training,2023-07-28,242,2,112,1,91,161,423,61.7,8192,SMS,3.34,22.59,Partial,9424.14,Phone,36.47,95
EVT_000908,PGM_00444,GEO_0148,Ergonomic global strategy,Training,2022-01-22,249,2,184,3,74,329,335,1.73,13955,Email,3.6,40.45,Failed,13812.44,Phone,58.99,448
EVT_000909,PGM_00262,GEO_0025,User-centric contextually-based Graphic Interface,Webinar,2018-01-17,96,2,161,0,99,98,394,24.81,19311,In-person,2.71,16.19,Partial,5256.68,SMS,78.22,70
EVT_000910,PGM_00169,GEO_0085,Re-contextualized logistical superstructure,Outreach,2019-04-27,422,2,195,11,91,272,76,27.84,15908,Phone,2.78,91.84,Partial,2139.92,Online,40.92,13
EVT_000911,PGM_00231,GEO_0079,Configurable local protocol,Conference,2019-03-04,302,4,34,10,60,250,59,89.73,19920,Phone,3.31,35.25,Partial,14458.72,Phone,42.38,196
EVT_000912,PGM_00493,GEO_0187,Persistent 5thgeneration monitoring,Webinar,2019-07-15,306,1,109,6,88,18,102,54.48,15930,Email,5.0,24.59,Success,14825.59,SMS,45.92,221
EVT_000913,PGM_00205,GEO_0047,Persistent cohesive open architecture,Outreach,2022-08-21,333,3,116,5,36,291,462,57.92,18004,In-person,1.19,36.47,Failed,4960.27,Online,15.09,252
EVT_000914,PGM_00350,GEO_0194,Reactive solution-oriented array,Training,2021-10-14,461,2,149,8,89,394,42,89.73,18604,Phone,1.18,41.42,Success,6440.78,Online,99.34,243
EVT_000915,PGM_00140,GEO_0122,Persevering bottom-line model,Outreach,2022-07-20,154,5,134,20,52,378,62,53.63,380,Email,1.27,47.12,Failed,2212.59,Phone,99.29,127
EVT_000916,PGM_00496,GEO_0038,Reactive clear-thinking analyzer,Training,2015-12-04,331,3,131,19,4,108,356,60.95,6056,Email,4.41,64.29,Failed,18300.15,Phone,18.41,285
EVT_000917,PGM_00163,GEO_0193,Object-based exuding open architecture,Outreach,2019-01-03,351,2,99,16,72,141,362,91.78,6475,SMS,3.46,62.37,Success,14477.9,Phone,37.52,181
EVT_000918,PGM_00298,GEO_0031,Public-key system-worthy analyzer,Outreach,2017-11-26,213,3,24,18,41,441,158,65.57,2062,Email,2.95,19.12,Success,19824.8,In-person,39.79,19
EVT_000919,PGM_00143,GEO_0007,Inverse fault-tolerant implementation,Webinar,2019-04-07,372,5,39,19,91,78,252,68.49,6129,Phone,2.58,67.5,Partial,443.46,Online,8.04,276
EVT_000920,PGM_00469,GEO_0150,Programmable 4thgeneration forecast,Conference,2021-02-09,495,3,184,3,81,33,370,21.56,19257,In-person,4.11,98.71,Partial,3889.63,Phone,27.64,476
EVT_000921,PGM_00130,GEO_0115,Open-architected exuding productivity,Conference,2024-04-09,456,1,103,1,35,82,334,80.37,112,SMS,3.69,22.59,Partial,11853.29,In-person,37.92,276
EVT_000922,PGM_00362,GEO_0024,Versatile secondary forecast,Webinar,2022-03-03,291,3,48,6,11,186,237,22.17,2298,SMS,3.65,89.83,Success,3694.74,In-person,80.89,256
EVT_000923,PGM_00232,GEO_0103,Inverse holistic budgetary management,Conference,2022-07-02,492,2,200,12,33,407,285,70.9,14219,Phone,4.26,17.1,Success,15940.3,SMS,55.8,306
EVT_000924,PGM_00066,GEO_0056,Optional empowering protocol,Training,2021-03-28,494,5,35,4,27,276,293,60.48,5738,Email,2.86,59.87,Success,1072.65,Phone,66.55,229
EVT_000925,PGM_00049,GEO_0097,Integrated clear-thinking architecture,Training,2016-07-22,287,3,93,17,12,367,271,25.19,13454,SMS,1.96,80.47,Partial,5578.14,Online,77.39,496
EVT_000926,PGM_00186,GEO_0095,Universal optimizing parallelism,Training,2024-03-23,235,3,142,1,18,274,222,85.62,1886,Phone,3.81,26.48,Partial,18678.02,SMS,25.27,476
EVT_000927,PGM_00179,GEO_0164,Virtual empowering firmware,Conference,2017-08-06,39,4,73,6,72,382,480,105.31,18672,SMS,3.57,3.45,Success,12943.06,In-person,48.22,159
EVT_000928,PGM_00273,GEO_0086,Monitored non-volatile emulation,Webinar,2023-08-03,16,1,125,4,39,409,273,25.85,9163,SMS,3.71,49.52,Failed,3920.91,Phone,2.47,269
EVT_000929,PGM_00418,GEO_0157,Cross-platform fault-tolerant artificial intelligence,Conference,2024-04-05,494,1,121,14,32,187,422,86.63,3201,Email,3.07,76.49,Partial,10883.97,Online,2.92,125
EVT_000930,PGM_00396,GEO_0036,Synergistic contextually-based migration,Training,2023-11-30,286,1,149,6,42,2,325,36.6,4155,Email,4.28,23.99,Failed,7775.29,Online,42.89,187
EVT_000931,PGM_00447,GEO_0040,Progressive client-server encoding,Webinar,2017-11-28,320,3,159,15,42,112,110,104.24,8540,Email,2.93,56.87,Failed,6929.08,In-person,21.1,313
EVT_000932,PGM_00154,GEO_0033,Persistent tertiary monitoring,Training,2018-07-08,243,2,54,5,10,178,244,36.82,12560,Phone,1.58,60.04,Success,9363.7,Phone,46.25,348
EVT_000933,PGM_00066,GEO_0076,Compatible didactic ability,Training,2019-12-06,380,4,90,14,49,274,468,104.55,1118,Phone,2.27,68.85,Partial,4109.18,Online,79.11,334
EVT_000934,PGM_00278,GEO_0077,User-centric web-enabled moratorium,Outreach,2021-09-02,500,5,29,15,76,478,466,4.64,19784,SMS,1.23,41.59,Failed,16425.49,Online,18.56,184
EVT_000935,PGM_00333,GEO_0125,Multi-layered regional orchestration,Training,2023-03-23,133,2,25,11,37,146,114,14.86,11176,Email,2.67,94.84,Failed,2471.94,Phone,80.38,176
EVT_000936,PGM_00365,GEO_0141,Pre-emptive systemic utilization,Outreach,2021-12-12,142,1,70,2,52,334,309,72.43,3963,In-person,2.69,78.2,Failed,8354.99,In-person,25.04,129
EVT_000937,PGM_00096,GEO_0008,Seamless non-volatile customer loyalty,Outreach,2025-03-27,450,3,152,4,79,128,490,105.96,3923,Phone,1.19,22.24,Success,14337.43,Online,11.52,352
EVT_000938,PGM_00230,GEO_0075,Customer-focused 5thgeneration alliance,Training,2020-03-02,490,4,33,1,30,428,25,29.83,3313,Phone,3.05,46.19,Partial,5347.91,Phone,62.42,223
EVT_000939,PGM_00059,GEO_0159,Profit-focused solution-oriented toolset,Training,2019-03-13,6,4,189,12,78,143,487,24.76,7925,Phone,3.32,69.55,Partial,13763.88,In-person,47.98,219
EVT_000940,PGM_00041,GEO_0122,Reverse-engineered 4thgeneration portal,Webinar,2023-11-20,91,1,35,9,91,374,132,114.36,11760,In-person,1.96,12.5,Success,6732.94,SMS,23.81,138
EVT_000941,PGM_00037,GEO_0109,Down-sized object-oriented flexibility,Conference,2025-01-03,427,1,20,8,65,381,351,36.16,16785,Email,3.58,26.88,Failed,1168.7,In-person,94.63,72
EVT_000942,PGM_00286,GEO_0009,User-friendly uniform parallelism,Training,2020-09-25,416,2,95,12,88,410,47,104.77,16551,In-person,1.68,29.73,Partial,2866.86,In-person,16.98,165
EVT_000943,PGM_00119,GEO_0070,Multi-channeled non-volatile service-desk,Webinar,2017-10-09,38,5,97,13,57,209,319,35.66,6537,SMS,2.63,10.0,Success,17204.19,Online,89.76,36
EVT_000944,PGM_00119,GEO_0150,Quality-focused systematic portal,Conference,2016-10-06,209,4,95,2,55,91,329,38.48,15123,Email,2.48,7.74,Failed,16455.17,In-person,12.2,281
EVT_000945,PGM_00421,GEO_0048,Synergistic global moratorium,Outreach,2019-05-08,172,1,133,19,72,277,278,96.87,2080,Phone,3.48,41.26,Partial,10461.57,SMS,66.43,178
EVT_000946,PGM_00475,GEO_0099,Reverse-engineered non-volatile initiative,Webinar,2020-04-28,48,5,158,10,79,373,421,91.56,12277,Phone,4.5,16.39,Partial,19390.35,Phone,99.46,97
EVT_000947,PGM_00050,GEO_0133,Expanded non-volatile encoding,Conference,2016-09-14,349,3,86,5,91,206,231,5.43,6335,Email,2.68,96.84,Partial,14079.72,Online,33.64,185
EVT_000948,PGM_00074,GEO_0020,Customer-focused zero administration complexity,Conference,2024-12-30,485,5,120,10,42,491,248,53.03,8477,Email,4.64,38.73,Failed,12113.18,SMS,42.91,363
EVT_000949,PGM_00440,GEO_0093,Object-based intangible productivity,Outreach,2022-10-19,339,5,113,0,68,73,367,73.07,15076,Phone,2.07,32.26,Partial,10206.38,Online,19.5,405
EVT_000950,PGM_00216,GEO_0153,Switchable heuristic workforce,Conference,2025-02-23,187,2,130,15,46,156,496,99.1,16151,In-person,1.27,32.82,Partial,12653.5,Online,47.28,240
EVT_000951,PGM_00353,GEO_0117,Stand-alone dedicated info-mediaries,Outreach,2016-03-08,100,4,97,0,22,307,438,61.95,18783,In-person,1.36,35.17,Partial,16659.51,Online,37.85,15
EVT_000952,PGM_00042,GEO_0062,Mandatory directional approach,Webinar,2024-12-31,433,4,25,14,3,463,103,29.03,5597,SMS,4.68,96.35,Success,3700.18,Online,33.22,365
EVT_000953,PGM_00384,GEO_0099,Synergized global software,Webinar,2017-12-28,418,3,180,18,65,112,53,30.9,11662,Email,4.5,34.76,Success,3520.65,Online,26.8,333
EVT_000954,PGM_00121,GEO_0057,Reverse-engineered reciprocal database,Training,2022-05-26,68,4,26,10,0,418,117,93.41,7052,In-person,3.59,8.97,Success,7695.07,Online,38.83,242
EVT_000955,PGM_00103,GEO_0152,Compatible intangible standardization,Training,2016-08-02,112,3,148,7,9,96,159,62.69,14095,Phone,3.18,93.0,Success,6886.5,Online,91.45,351
EVT_000956,PGM_00384,GEO_0086,Networked user-facing benchmark,Conference,2019-04-11,150,1,139,3,3,151,56,75.83,17095,Phone,4.82,18.04,Success,16291.87,In-person,27.82,55
EVT_000957,PGM_00358,GEO_0007,Enhanced fresh-thinking benchmark,Training,2021-03-08,418,5,59,2,17,209,443,34.94,16871,SMS,4.7,17.71,Failed,15189.7,Online,76.75,151
EVT_000958,PGM_00352,GEO_0058,Automated leadingedge utilization,Webinar,2016-10-03,341,2,119,7,82,345,310,27.12,9101,SMS,2.89,85.28,Partial,5815.93,Online,56.17,469
EVT_000959,PGM_00080,GEO_0027,Seamless human-resource architecture,Outreach,2025-07-08,433,1,69,19,21,481,458,35.49,10796,In-person,2.73,47.71,Failed,1417.88,Phone,2.52,415
EVT_000960,PGM_00459,GEO_0099,Organized clear-thinking encryption,Training,2024-07-15,406,4,185,10,56,407,59,38.0,7894,Phone,2.2,78.51,Partial,3439.33,Phone,25.65,406
EVT_000961,PGM_00048,GEO_0119,Enterprise-wide bifurcated toolset,Training,2023-09-18,382,3,104,3,74,448,409,2.99,4231,Phone,2.0,81.15,Partial,19288.22,Online,24.56,468
EVT_000962,PGM_00311,GEO_0163,Grass-roots zero-defect encoding,Outreach,2018-01-20,246,4,19,12,11,205,485,76.0,13616,In-person,3.18,24.16,Success,2678.94,Online,45.38,377
EVT_000963,PGM_00266,GEO_0128,Enterprise-wide maximized middleware,Training,2020-04-08,483,4,65,20,11,134,485,106.99,13557,In-person,3.77,91.58,Partial,18989.91,Phone,53.12,469
EVT_000964,PGM_00222,GEO_0151,Implemented even-keeled architecture,Conference,2023-02-19,43,2,138,0,56,287,302,91.53,4341,Email,3.43,37.14,Failed,7365.49,Online,63.21,33
EVT_000965,PGM_00244,GEO_0059,Switchable 4thgeneration system engine,Outreach,2021-10-20,428,5,86,13,67,4,0,71.1,15973,SMS,2.65,84.01,Success,19550.74,Online,49.85,59
EVT_000966,PGM_00267,GEO_0127,Horizontal transitional array,Webinar,2024-03-18,440,5,199,5,73,10,255,89.56,8600,Email,4.13,12.52,Failed,17637.87,SMS,41.39,492
EVT_000967,PGM_00397,GEO_0029,Face-to-face asynchronous intranet,Training,2018-01-06,233,2,188,20,89,117,374,9.74,15898,In-person,3.76,97.87,Failed,14405.17,In-person,94.56,394
EVT_000968,PGM_00303,GEO_0133,Profit-focused optimal methodology,Training,2023-09-01,412,2,90,5,14,421,299,86.04,10723,Email,3.76,12.05,Success,18443.4,Online,15.91,76
EVT_000969,PGM_00121,GEO_0098,Devolved high-level migration,Outreach,2023-03-24,152,2,88,16,58,248,111,66.79,15273,SMS,4.11,46.74,Partial,4252.79,Phone,80.5,455
EVT_000970,PGM_00442,GEO_0052,Progressive non-volatile implementation,Webinar,2024-06-16,48,5,160,0,18,227,463,111.09,12206,Phone,1.15,1.23,Success,11973.67,Online,80.68,335
EVT_000971,PGM_00369,GEO_0149,Diverse secondary data-warehouse,Training,2018-10-12,279,1,89,14,32,7,379,74.27,17012,SMS,1.96,2.85,Partial,6298.98,In-person,58.03,41
EVT_000972,PGM_00019,GEO_0081,Business-focused reciprocal collaboration,Conference,2016-04-20,336,4,188,4,77,158,107,40.31,12358,In-person,2.47,0.4,Partial,5829.5,SMS,91.82,51
EVT_000973,PGM_00120,GEO_0191,Extended national task-force,Conference,2018-04-26,398,4,28,10,24,387,379,55.16,11209,In-person,3.97,9.8,Partial,12289.24,SMS,45.65,236
EVT_000974,PGM_00250,GEO_0148,Vision-oriented reciprocal alliance,Conference,2017-10-22,465,4,36,20,60,129,179,54.65,2041,In-person,1.87,80.6,Failed,926.65,SMS,66.33,495
EVT_000975,PGM_00172,GEO_0149,Optimized tertiary ability,Outreach,2017-08-30,458,4,182,9,72,246,125,54.82,2387,In-person,3.4,82.68,Success,2850.54,Phone,78.54,98
EVT_000976,PGM_00500,GEO_0064,Multi-lateral scalable moratorium,Webinar,2025-07-27,303,2,95,8,10,279,45,100.11,5970,SMS,4.05,7.7,Partial,12769.15,SMS,42.62,447
EVT_000977,PGM_00495,GEO_0007,Vision-oriented composite instruction set,Training,2016-06-01,475,3,141,5,24,57,420,64.2,3890,In-person,2.15,16.99,Partial,18118.01,Online,98.34,274
EVT_000978,PGM_00019,GEO_0001,Realigned directional artificial intelligence,Conference,2022-06-07,172,3,172,17,55,320,98,108.18,10357,Email,2.83,84.16,Partial,13254.35,In-person,98.01,145
EVT_000979,PGM_00185,GEO_0188,Persevering 24hour parallelism,Training,2021-10-20,166,5,2,7,73,391,180,53.06,13861,SMS,3.64,43.56,Partial,18673.53,In-person,63.81,416
EVT_000980,PGM_00002,GEO_0094,Streamlined intangible structure,Webinar,2019-03-22,365,4,139,16,65,426,449,22.65,10892,Phone,4.13,47.02,Success,9777.58,In-person,3.6,420
EVT_000981,PGM_00061,GEO_0132,Optional neutral help-desk,Training,2023-07-09,277,4,65,10,42,362,339,44.38,9620,Phone,3.2,37.38,Partial,12809.47,In-person,1.57,473
EVT_000982,PGM_00004,GEO_0129,Front-line foreground contingency,Outreach,2021-05-01,249,5,114,14,85,257,259,118.01,9003,Phone,1.03,69.17,Partial,4323.17,SMS,77.14,264
EVT_000983,PGM_00116,GEO_0177,Mandatory zero-defect strategy,Outreach,2019-07-25,146,1,42,16,22,365,32,105.3,4441,SMS,1.39,83.31,Partial,1672.69,Phone,70.31,441
EVT_000984,PGM_00369,GEO_0173,Ameliorated 4thgeneration matrices,Outreach,2018-02-15,393,5,58,0,87,244,436,57.23,13713,SMS,4.6,7.38,Failed,13072.81,In-person,57.19,265
EVT_000985,PGM_00299,GEO_0006,Assimilated bottom-line budgetary management,Conference,2024-10-18,15,2,156,9,76,124,294,96.61,8777,Phone,2.42,18.8,Failed,15235.6,Phone,90.0,233
EVT_000986,PGM_00143,GEO_0072,Automated next generation concept,Conference,2022-03-20,22,3,152,4,37,266,286,2.6,9911,SMS,4.97,77.43,Failed,2751.76,In-person,65.04,296
EVT_000987,PGM_00487,GEO_0077,Integrated optimizing paradigm,Training,2021-07-05,107,3,93,19,94,112,306,55.64,18664,Phone,1.12,53.9,Partial,17950.1,Phone,16.17,460
EVT_000988,PGM_00358,GEO_0181,Intuitive multi-tasking data-warehouse,Webinar,2016-10-11,178,2,101,10,90,383,243,26.5,12550,Phone,1.6,29.14,Success,7185.89,Online,50.24,418
EVT_000989,PGM_00163,GEO_0134,Sharable methodical orchestration,Training,2024-09-03,5,1,133,15,98,108,49,19.2,13257,Phone,1.99,97.56,Failed,9973.47,In-person,25.27,16
EVT_000990,PGM_00389,GEO_0032,Multi-lateral responsive support,Outreach,2017-05-30,82,3,163,14,91,419,452,38.38,17295,SMS,4.94,91.86,Partial,12566.01,Phone,11.52,11
EVT_000991,PGM_00264,GEO_0033,Seamless tertiary monitoring,Conference,2024-07-01,348,3,139,1,38,11,374,78.26,9389,SMS,4.66,62.37,Partial,19103.05,Online,2.06,256
EVT_000992,PGM_00131,GEO_0052,Object-based analyzing help-desk,Conference,2023-12-28,410,3,84,13,90,3,270,84.9,13704,Email,3.4,88.47,Partial,2555.57,Online,90.65,211
EVT_000993,PGM_00023,GEO_0099,Quality-focused incremental framework,Conference,2018-09-29,9,2,24,8,83,311,81,73.8,10897,SMS,1.87,77.67,Failed,9961.28,In-person,33.33,218
EVT_000994,PGM_00429,GEO_0021,Enhanced demand-driven strategy,Webinar,2016-12-21,352,4,39,3,9,276,468,47.58,7975,Phone,1.56,56.76,Success,4029.97,In-person,3.97,154
EVT_000995,PGM_00446,GEO_0077,Future-proofed foreground portal,Training,2024-04-28,277,4,72,5,98,84,140,17.69,5296,Email,1.58,38.85,Success,16263.61,Phone,66.76,155
EVT_000996,PGM_00457,GEO_0062,User-friendly real-time website,Conference,2023-12-24,349,4,127,9,30,178,132,113.26,16199,SMS,2.29,13.68,Partial,10509.28,In-person,56.22,365
EVT_000997,PGM_00454,GEO_0184,Versatile global budgetary management,Conference,2019-12-11,29,4,72,18,33,411,326,82.16,3666,In-person,1.64,55.9,Failed,4608.5,Phone,94.24,144
EVT_000998,PGM_00056,GEO_0032,Extended executive ability,Conference,2024-03-18,109,2,190,20,93,135,232,55.26,18126,In-person,4.93,28.59,Partial,11844.24,In-person,18.45,260
EVT_000999,PGM_00365,GEO_0152,Organic multi-tasking emulation,Webinar,2018-02-12,351,1,73,14,32,88,376,45.63,8983,SMS,1.99,52.03,Success,3445.24,In-person,20.05,84
EVT_001000,PGM_00148,GEO_0046,Reverse-engineered uniform leverage,Conference,2025-07-28,436,5,192,9,5,464,323,81.18,17732,In-person,4.41,16.14,Failed,12916.08,Online,5.64,35
EVT_001001,PGM_00206,GEO_0120,Multi-layered bi-directional leverage,Training,2021-08-21,264,5,115,13,100,447,0,50.51,9901,Phone,2.59,62.89,Partial,8812.72,In-person,18.02,461
EVT_001002,PGM_00097,GEO_0082,Centralized heuristic hub,Outreach,2024-10-11,133,4,71,9,65,173,236,61.44,4712,In-person,1.5,68.53,Failed,5780.11,SMS,71.81,404
EVT_001003,PGM_00019,GEO_0036,Reduced maximized core,Conference,2024-07-09,212,1,89,10,78,2,425,63.17,6737,Email,4.88,30.45,Success,13950.93,In-person,91.45,159
EVT_001004,PGM_00391,GEO_0150,Vision-oriented didactic time-frame,Webinar,2017-11-07,422,5,187,20,21,450,137,45.93,16224,Phone,4.68,60.41,Success,8370.39,SMS,84.9,234
EVT_001005,PGM_00455,GEO_0153,Proactive cohesive function,Webinar,2023-05-15,192,1,69,12,51,26,191,66.31,14203,Phone,1.13,35.62,Failed,18099.29,SMS,23.09,433
EVT_001006,PGM_00098,GEO_0175,Mandatory contextually-based Local Area Network,Outreach,2021-08-28,6,5,110,12,41,439,187,29.83,15316,SMS,1.0,90.58,Partial,2291.39,SMS,95.71,197
EVT_001007,PGM_00340,GEO_0175,Fully-configurable leadingedge focus group,Training,2016-05-04,368,3,183,17,48,75,44,73.1,8355,In-person,3.41,55.03,Failed,5262.28,Phone,8.99,451
EVT_001008,PGM_00223,GEO_0030,Right-sized uniform solution,Webinar,2022-05-31,389,2,60,3,58,284,77,92.9,4044,In-person,4.01,37.61,Success,6274.83,Phone,50.63,238
EVT_001009,PGM_00304,GEO_0063,Configurable incremental product,Training,2022-05-01,24,3,147,12,61,33,39,107.13,15772,Phone,3.11,16.95,Failed,15021.94,SMS,34.08,216
EVT_001010,PGM_00037,GEO_0118,Configurable upward-trending parallelism,Training,2018-10-30,204,5,80,4,63,275,338,86.05,18013,Phone,1.76,73.51,Success,19989.3,Online,43.45,451
EVT_001011,PGM_00165,GEO_0081,Multi-lateral object-oriented solution,Webinar,2024-02-27,246,5,142,19,0,338,65,2.46,17086,In-person,3.33,95.85,Success,5830.54,SMS,20.36,204
EVT_001012,PGM_00400,GEO_0118,Diverse dynamic Graphic Interface,Training,2020-01-06,329,1,146,14,58,190,391,61.86,7805,In-person,3.58,13.04,Partial,6918.33,In-person,81.05,155
EVT_001013,PGM_00129,GEO_0129,Re-contextualized mission-critical structure,Outreach,2017-07-29,85,1,178,2,85,70,337,43.13,2136,Phone,3.64,88.06,Success,4956.0,SMS,36.31,453
EVT_001014,PGM_00310,GEO_0116,Ergonomic background ability,Training,2016-03-01,281,4,78,3,60,36,151,8.55,16175,SMS,3.03,39.86,Failed,6232.34,Online,78.92,367
EVT_001015,PGM_00196,GEO_0038,Right-sized maximized implementation,Training,2019-10-19,101,2,49,3,90,293,490,21.94,17989,In-person,4.4,63.18,Success,4657.25,Phone,67.81,286
EVT_001016,PGM_00258,GEO_0011,Self-enabling uniform architecture,Webinar,2017-08-03,420,4,181,9,11,344,190,7.96,4969,Email,3.25,6.69,Partial,5601.41,Phone,57.65,316
EVT_001017,PGM_00382,GEO_0100,Ameliorated transitional standardization,Conference,2019-06-03,204,1,163,18,42,418,338,95.89,15365,In-person,4.97,9.01,Success,6704.25,In-person,78.63,484
